base_col,n_matched,pearson_corr,median_abs_diff,pct_abs_diff_lt_0p01
WLR,224509,0.9700534282060652,0.0,92.60385997888726
LRR,224509,0.9669352632844731,0.039999999999999925,17.319572934715314
EPR,224509,0.9384570550918365,0.07,9.315439470132599
