filename,region,aoi,is_new_shoreline,total_rows,excluded_rows,included_rows,reason
Z:\MaxarImagery\HighFreq\Auckland\MuriwaiSouth\Shorelines\MuriwaiSouth_07APR2010.shp,Auckland,MuriwaiSouth,False,22,22,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Auckland\MuriwaiSouth\Shorelines\MuriwaiSouth_09JULY2015.shp,Auckland,MuriwaiSouth,False,12,12,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Auckland\MuriwaiSouth\Shorelines\MuriwaiSouth_15JULY2006.shp,Auckland,MuriwaiSouth,False,30,30,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Auckland\MuriwaiSouth\Shorelines\MuriwaiSouth_15JULY2017.shp,Auckland,MuriwaiSouth,False,22,22,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Auckland\MuriwaiSouth\Shorelines\MuriwaiSouth_17JAN2022.shp,Auckland,MuriwaiSouth,False,31,31,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Auckland\MuriwaiSouth\Shorelines\MuriwaiSouth_25JAN2020.shp,Auckland,MuriwaiSouth,False,28,28,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Auckland\MuriwaiSouth\Shorelines\MuriwaiSouth_31DEC2012.shp,Auckland,MuriwaiSouth,False,19,19,0,missing Total_UNCY
Z:\Retrolens\Auckland\MuriwaiSouth\Shorelines\MuriwaiSouth_02JAN2004.shp,Auckland,MuriwaiSouth,False,7,7,0,missing Total_UNCY
Z:\Retrolens\Auckland\MuriwaiSouth\Shorelines\MuriwaiSouth_03JAN2011.shp,Auckland,MuriwaiSouth,False,20,20,0,missing Total_UNCY
Z:\Retrolens\Auckland\MuriwaiSouth\Shorelines\MuriwaiSouth_04APR1961.shp,Auckland,MuriwaiSouth,False,4,4,0,missing Total_UNCY
Z:\Retrolens\Auckland\MuriwaiSouth\Shorelines\MuriwaiSouth_17NOV1987.shp,Auckland,MuriwaiSouth,False,3,3,0,missing Total_UNCY
Z:\Retrolens\Auckland\MuriwaiSouth\Shorelines\MuriwaiSouth_22APR1940.shp,Auckland,MuriwaiSouth,False,3,3,0,missing Total_UNCY
Z:\Retrolens\Auckland\Ngataringa\Shorelines\Ngataringa_shoreline.shp,Auckland,Ngataringa,True,110,110,0,missing Total_UNCY
Z:\Retrolens\Auckland\Omaha\Shorelines\Omaha_01MAR2023.shp,Auckland,Omaha,False,8,8,0,missing Total_UNCY
Z:\Retrolens\Auckland\Omaha\Shorelines\Omaha_02MAY1996.shp,Auckland,Omaha,False,1,1,0,missing Total_UNCY
Z:\Retrolens\Auckland\Omaha\Shorelines\Omaha_02SEP1982.shp,Auckland,Omaha,False,1,1,0,missing Total_UNCY
Z:\Retrolens\Auckland\Omaha\Shorelines\Omaha_04APR2023.shp,Auckland,Omaha,False,19,19,0,missing Total_UNCY
Z:\Retrolens\Auckland\Omaha\Shorelines\Omaha_04DEC2012.shp,Auckland,Omaha,False,1,1,0,missing Total_UNCY
Z:\Retrolens\Auckland\Omaha\Shorelines\Omaha_05DEC1973.shp,Auckland,Omaha,False,3,3,0,missing Total_UNCY
Z:\Retrolens\Auckland\Omaha\Shorelines\Omaha_11OCT1963.shp,Auckland,Omaha,False,2,2,0,missing Total_UNCY
Z:\Retrolens\Auckland\Omaha\Shorelines\Omaha_13MAR2022.shp,Auckland,Omaha,False,9,9,0,missing Total_UNCY
Z:\Retrolens\Auckland\Omaha\Shorelines\Omaha_19FEB1992.shp,Auckland,Omaha,False,2,2,0,missing Total_UNCY
Z:\Retrolens\Auckland\Omaha\Shorelines\Omaha_21MAR2023.shp,Auckland,Omaha,False,8,8,0,missing Total_UNCY
Z:\Retrolens\Auckland\Omaha\Shorelines\Omaha_23DEC2021.shp,Auckland,Omaha,False,8,8,0,missing Total_UNCY
Z:\Retrolens\Auckland\Omaha\Shorelines\Omaha_28FEB2023.shp,Auckland,Omaha,False,5,5,0,missing Total_UNCY
Z:\Retrolens\Auckland\OmokoitiBay\Shorelines\OmokoritoBay_05FEB1996.shp,Auckland,OmokoitiBay,True,12,12,0,missing Total_UNCY
Z:\Retrolens\Auckland\OmokoitiBay\Shorelines\OmokoritoBay_09FEB1982.shp,Auckland,OmokoitiBay,True,20,20,0,missing Total_UNCY
Z:\Retrolens\Auckland\OmokoitiBay\Shorelines\OmokoritoBay_09MAR2011.shp,Auckland,OmokoitiBay,True,11,11,0,missing Total_UNCY
Z:\Retrolens\Auckland\OmokoitiBay\Shorelines\OmokoritoBay_15APR1975.shp,Auckland,OmokoitiBay,True,15,15,0,missing Total_UNCY
Z:\Retrolens\Auckland\OmokoitiBay\Shorelines\OmokoritoBay_18MAR2024.shp,Auckland,OmokoitiBay,True,12,12,0,missing Total_UNCY
Z:\Retrolens\Auckland\OmokoitiBay\Shorelines\OmokoritoBay_24APR1940.shp,Auckland,OmokoitiBay,True,4,4,0,missing Total_UNCY
Z:\Retrolens\Auckland\OmokoitiBay\Shorelines\OmokoritoBay_28SEP1968.shp,Auckland,OmokoitiBay,True,15,15,0,missing Total_UNCY
Z:\Retrolens\Auckland\OrongoPoint\Shorelines\OrongoPoint_02SEP1982.shp,Auckland,OrongoPoint,True,6,6,0,missing Total_UNCY
Z:\Retrolens\Auckland\OrongoPoint\Shorelines\OrongoPoint_04DEC1973.shp,Auckland,OrongoPoint,True,4,4,0,missing Total_UNCY
Z:\Retrolens\Auckland\OrongoPoint\Shorelines\OrongoPoint_14OCT1966.shp,Auckland,OrongoPoint,True,8,8,0,missing Total_UNCY
Z:\Retrolens\Auckland\OrongoPoint\Shorelines\OrongoPoint_16DEC1976.shp,Auckland,OrongoPoint,True,8,8,0,missing Total_UNCY
Z:\Retrolens\Auckland\OrongoPoint\Shorelines\OrongoPoint_17JAN2022.shp,Auckland,OrongoPoint,True,8,8,0,missing Total_UNCY
Z:\Retrolens\Auckland\OrongoPoint\Shorelines\OrongoPoint_29FEB1992.shp,Auckland,OrongoPoint,True,4,4,0,missing Total_UNCY
Z:\Retrolens\Auckland\OrongoPoint\Shorelines\OrongoPoint_29JUN2011.shp,Auckland,OrongoPoint,True,10,10,0,missing Total_UNCY
Z:\Retrolens\Auckland\PollenIsland\Shorelines\PollenIsland_shoreline.shp,Auckland,PollenIsland,True,228,228,0,missing Total_UNCY
Z:\Retrolens\Auckland\ShellyBeach\Shorelines\ShellyBeach_02MAY1996.shp,Auckland,ShellyBeach,True,3,3,0,missing Total_UNCY
Z:\Retrolens\Auckland\ShellyBeach\Shorelines\ShellyBeach_15MAY1975.shp,Auckland,ShellyBeach,True,9,9,0,missing Total_UNCY
Z:\Retrolens\Auckland\ShellyBeach\Shorelines\ShellyBeach_17JAN2022.shp,Auckland,ShellyBeach,True,12,12,0,missing Total_UNCY
Z:\Retrolens\Auckland\ShellyBeach\Shorelines\ShellyBeach_17NOV1987.shp,Auckland,ShellyBeach,True,12,12,0,missing Total_UNCY
Z:\Retrolens\Auckland\ShellyBeach\Shorelines\ShellyBeach_18MAR2024.shp,Auckland,ShellyBeach,True,1,1,0,missing Total_UNCY
Z:\Retrolens\Auckland\ShellyBeach\Shorelines\ShellyBeach_24APR1940.shp,Auckland,ShellyBeach,True,9,9,0,missing Total_UNCY
Z:\Retrolens\Auckland\ShellyBeach\Shorelines\ShellyBeach_28SEP1968.shp,Auckland,ShellyBeach,True,10,10,0,missing Total_UNCY
Z:\Retrolens\Auckland\ShellyBeach\Shorelines\ShellyBeach_29JUN2012.shp,Auckland,ShellyBeach,True,13,13,0,missing Total_UNCY
Z:\Retrolens\Auckland\ShoalBay\Shorelines\ShoalBay_Shorelines_All.shp,Auckland,ShoalBay,True,10,10,0,missing Total_UNCY
Z:\Retrolens\Auckland\SoldiersBay\Shorelines\SoldiersBay_shorelines.shp,Auckland,SoldiersBay,True,24,24,0,missing Total_UNCY
Z:\Retrolens\Auckland\TeAtatu\Shorelines\TeAtatu_shorelines.shp,Auckland,TeAtatu,True,109,109,0,missing Total_UNCY
Z:\Retrolens\Auckland\TeHakono_clarksbay\Shorelines\TeHakono_ClarksBay_03DEC1995.shp,Auckland,TeHakono_clarksbay,True,9,9,0,missing Total_UNCY
Z:\Retrolens\Auckland\TeHakono_clarksbay\Shorelines\TeHakono_ClarksBay_06NOV2015.shp,Auckland,TeHakono_clarksbay,True,14,14,0,missing Total_UNCY
Z:\Retrolens\Auckland\TeHakono_clarksbay\Shorelines\TeHakono_ClarksBay_09APR1987.shp,Auckland,TeHakono_clarksbay,True,8,8,0,missing Total_UNCY
Z:\Retrolens\Auckland\TeHakono_clarksbay\Shorelines\TeHakono_ClarksBay_09MAR2025.shp,Auckland,TeHakono_clarksbay,True,12,12,0,missing Total_UNCY
Z:\Retrolens\Auckland\TeHakono_clarksbay\Shorelines\TeHakono_ClarksBay_14OCT1966.shp,Auckland,TeHakono_clarksbay,True,11,11,0,missing Total_UNCY
Z:\Retrolens\Auckland\TeHakono_clarksbay\Shorelines\TeHakono_ClarksBay_24OCT1953.shp,Auckland,TeHakono_clarksbay,True,11,11,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\BayOfPlenty\Ohiwa\Shorelines\Ohiwa_02OCT2018.shp,BayOfPlenty,Ohiwa,False,7,7,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\BayOfPlenty\Ohiwa\Shorelines\Ohiwa_03FEB2020.shp,BayOfPlenty,Ohiwa,False,4,4,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\BayOfPlenty\Ohiwa\Shorelines\Ohiwa_08APR2013.shp,BayOfPlenty,Ohiwa,False,5,5,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\BayOfPlenty\Ohiwa\Shorelines\Ohiwa_16APR2015.shp,BayOfPlenty,Ohiwa,False,5,5,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\BayOfPlenty\Ohiwa\Shorelines\Ohiwa_16MAR2012.shp,BayOfPlenty,Ohiwa,False,4,4,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\BayOfPlenty\Ohiwa\Shorelines\Ohiwa_25MAR2010.shp,BayOfPlenty,Ohiwa,False,4,4,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\BayOfPlenty\OhopeBeach\Shorelines\OhopeBeach_18AUG2021.shp,BayOfPlenty,OhopeBeach,False,4,4,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\BayOfPlenty\OhopeBeach\Shorelines\OhopeBeach_21JUNE2010.shp,BayOfPlenty,OhopeBeach,False,3,3,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Canterbury\GoochBay\Shorelines\GoochBay_01JUN2023.shp,Canterbury,GoochBay,True,4,4,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Canterbury\GoochBay\Shorelines\GoochBay_16FEB2022.shp,Canterbury,GoochBay,True,6,6,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Canterbury\GoochBay\Shorelines\GoochBay_22NOV2016.shp,Canterbury,GoochBay,True,3,3,0,missing Total_UNCY
Z:\Retrolens\Canterbury\GoochBay\Shorelines\GoochBay_10DEC1942.shp,Canterbury,GoochBay,False,7,7,0,missing Total_UNCY
Z:\Retrolens\Canterbury\GoochBay\Shorelines\GoochBay_13JAN2000.shp,Canterbury,GoochBay,False,6,6,0,missing Total_UNCY
Z:\Retrolens\Canterbury\GoochBay\Shorelines\GoochBay_19JAN2022.shp,Canterbury,GoochBay,False,3,3,0,missing Total_UNCY
Z:\Retrolens\Canterbury\GoochBay\Shorelines\GoochBay_20DEC2016.shp,Canterbury,GoochBay,False,5,5,0,missing Total_UNCY
Z:\Retrolens\Canterbury\GoochBay\Shorelines\GoochBay_25SEP1980.shp,Canterbury,GoochBay,False,7,7,0,missing Total_UNCY
Z:\Retrolens\Canterbury\GoochBay\Shorelines\GoochBay_8DEC1972.shp,Canterbury,GoochBay,False,2,2,0,missing Total_UNCY
Z:\Retrolens\Canterbury\GoochBay\Shorelines\GoochBay_8OCT1961.shp,Canterbury,GoochBay,False,4,4,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Canterbury\SouthNewBrighton\Shorelines\SouthNewBrighton_03FEB2010.shp,Canterbury,SouthNewBrighton,False,4,4,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Canterbury\SouthNewBrighton\Shorelines\SouthNewBrighton_04NOV2015.shp,Canterbury,SouthNewBrighton,False,6,6,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Canterbury\SouthNewBrighton\Shorelines\SouthNewBrighton_09SEP2021.shp,Canterbury,SouthNewBrighton,True,16,16,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Canterbury\SouthNewBrighton\Shorelines\SouthNewBrighton_11FEB2006.shp,Canterbury,SouthNewBrighton,False,4,4,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Canterbury\SouthNewBrighton\Shorelines\SouthNewBrighton_13AUG2023.shp,Canterbury,SouthNewBrighton,True,15,15,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Canterbury\SouthNewBrighton\Shorelines\SouthNewBrighton_17FEB2018.shp,Canterbury,SouthNewBrighton,False,3,3,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Canterbury\SouthNewBrighton\Shorelines\SouthNewBrighton_19OCT2012.shp,Canterbury,SouthNewBrighton,False,5,5,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Canterbury\SouthNewBrighton\Shorelines\SouthNewBrighton_22JAN2020.shp,Canterbury,SouthNewBrighton,False,6,6,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Canterbury\SouthNewBrighton\Shorelines\SouthNewBrighton_29JAN2003.shp,Canterbury,SouthNewBrighton,False,4,4,0,missing Total_UNCY
Z:\Retrolens\Canterbury\SouthNewBrighton\Shorelines\Shorelines.shp,Canterbury,SouthNewBrighton,False,24,24,0,missing Total_UNCY
Z:\Retrolens\Canterbury\SouthNewBrighton\Shorelines\SouthNewBrighton_13SEP1940.shp,Canterbury,SouthNewBrighton,False,2,2,0,missing Total_UNCY
Z:\Retrolens\Canterbury\SouthNewBrighton\Shorelines\SouthNewBrighton_16AUG1950.shp,Canterbury,SouthNewBrighton,False,2,2,0,missing Total_UNCY
Z:\Retrolens\Canterbury\SouthNewBrighton\Shorelines\SouthNewBrighton_16NOV2015.shp,Canterbury,SouthNewBrighton,False,4,4,0,missing Total_UNCY
Z:\Retrolens\Canterbury\SouthNewBrighton\Shorelines\SouthNewBrighton_21SEP1961.shp,Canterbury,SouthNewBrighton,False,3,3,0,missing Total_UNCY
Z:\Retrolens\Canterbury\SouthNewBrighton\Shorelines\SouthNewBrighton_26NOV1994.shp,Canterbury,SouthNewBrighton,False,2,2,0,missing Total_UNCY
Z:\Retrolens\Canterbury\SouthNewBrighton\Shorelines\SouthNewBrighton_26SEP1973.shp,Canterbury,SouthNewBrighton,False,4,4,0,missing Total_UNCY
Z:\Retrolens\Canterbury\SouthNewBrighton\Shorelines\SouthNewBrighton_28DEC1984.shp,Canterbury,SouthNewBrighton,False,6,6,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Gisborne\Gisborne\Shorelines\Gisborne_02FEB2015.shp,Gisborne,Gisborne,False,12,12,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Gisborne\Gisborne\Shorelines\Gisborne_19SPR2011.shp,Gisborne,Gisborne,False,12,12,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Gisborne\Gisborne\Shorelines\Gisborne_28SEP2021.shp,Gisborne,Gisborne,False,6,6,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Gisborne\Gisborne\Shorelines\Gisborne_31AUG2005.shp,Gisborne,Gisborne,False,12,12,0,missing Total_UNCY
Z:\Retrolens\Gisborne\Gisborne\Shorelines\Gisborne_04MAR1979.shp,Gisborne,Gisborne,False,4,4,0,missing Total_UNCY
Z:\Retrolens\Gisborne\Gisborne\Shorelines\Gisborne_06JUL1948.shp,Gisborne,Gisborne,False,6,6,0,missing Total_UNCY
Z:\Retrolens\Gisborne\Gisborne\Shorelines\Gisborne_07MAR2023.shp,Gisborne,Gisborne,False,27,27,0,missing Total_UNCY
Z:\Retrolens\Gisborne\Gisborne\Shorelines\Gisborne_16FEB2018.shp,Gisborne,Gisborne,False,4,4,0,missing Total_UNCY
Z:\Retrolens\Gisborne\Gisborne\Shorelines\Gisborne_16FEB2022.shp,Gisborne,Gisborne,False,13,13,0,missing Total_UNCY
Z:\Retrolens\Gisborne\Gisborne\Shorelines\Gisborne_16NOV1982.shp,Gisborne,Gisborne,False,4,4,0,missing Total_UNCY
Z:\Retrolens\Gisborne\Gisborne\Shorelines\Gisborne_23SEP1965.shp,Gisborne,Gisborne,False,3,3,0,missing Total_UNCY
Z:\Retrolens\Gisborne\Gisborne\Shorelines\Gisborne_27APR1972.shp,Gisborne,Gisborne,False,2,2,0,missing Total_UNCY
Z:\Retrolens\Gisborne\Gisborne\Shorelines\Gisborne_27NOV1964.shp,Gisborne,Gisborne,False,3,3,0,missing Total_UNCY
Z:\Retrolens\Gisborne\Gisborne\Shorelines\Gisborne_27OCT1988.shp,Gisborne,Gisborne,False,1,1,0,missing Total_UNCY
Z:\Retrolens\Gisborne\Gisborne\Shorelines\Gisborne_29OCT1957.shp,Gisborne,Gisborne,False,7,7,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Gisborne\Tolaga_KaiauaBay\Shorelines\Tolaga_KaiauaBay_10JAN2017.shp,Gisborne,Tolaga_KaiauaBay,False,13,13,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Gisborne\Tolaga_KaiauaBay\Shorelines\Tolaga_KaiauaBay_13SEP2012.shp,Gisborne,Tolaga_KaiauaBay,False,13,13,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Gisborne\Tolaga_KaiauaBay\Shorelines\Tolaga_KaiauaBay_20FEB2021.shp,Gisborne,Tolaga_KaiauaBay,False,13,13,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Gisborne\Tolaga_KaiauaBay\Shorelines\Tolaga_KaiauaBay_22MAR2003.shp,Gisborne,Tolaga_KaiauaBay,False,13,13,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Gisborne\Tolaga_KaiauaBay\Shorelines\Tolaga_KaiauaBay_31MAY2007.shp,Gisborne,Tolaga_KaiauaBay,False,10,10,0,missing Total_UNCY
Z:\Retrolens\Gisborne\Tolaga_KaiauaBay\Shorelines\Tolaga_KaiauaBay_04MAR1979.shp,Gisborne,Tolaga_KaiauaBay,False,10,10,0,missing Total_UNCY
Z:\Retrolens\Gisborne\Tolaga_KaiauaBay\Shorelines\Tolaga_KaiauaBay_07MAR2023.shp,Gisborne,Tolaga_KaiauaBay,False,11,11,0,missing Total_UNCY
Z:\Retrolens\Gisborne\Tolaga_KaiauaBay\Shorelines\Tolaga_KaiauaBay_14MAR1943.shp,Gisborne,Tolaga_KaiauaBay,False,2,2,0,missing Total_UNCY
Z:\Retrolens\Gisborne\Tolaga_KaiauaBay\Shorelines\Tolaga_KaiauaBay_14NOV1982.shp,Gisborne,Tolaga_KaiauaBay,False,6,6,0,missing Total_UNCY
Z:\Retrolens\Gisborne\Tolaga_KaiauaBay\Shorelines\Tolaga_KaiauaBay_14NOV1987.shp,Gisborne,Tolaga_KaiauaBay,False,1,1,0,missing Total_UNCY
Z:\Retrolens\Gisborne\Tolaga_KaiauaBay\Shorelines\Tolaga_KaiauaBay_15FEB2018.shp,Gisborne,Tolaga_KaiauaBay,False,11,11,0,missing Total_UNCY
Z:\Retrolens\Gisborne\Tolaga_KaiauaBay\Shorelines\Tolaga_KaiauaBay_16FEB2022.shp,Gisborne,Tolaga_KaiauaBay,False,24,24,0,missing Total_UNCY
Z:\Retrolens\Gisborne\Tolaga_KaiauaBay\Shorelines\Tolaga_KaiauaBay_18NOV1957.shp,Gisborne,Tolaga_KaiauaBay,False,6,6,0,missing Total_UNCY
Z:\Retrolens\Gisborne\Tolaga_KaiauaBay\Shorelines\Tolaga_KaiauaBay_20JAN2023.shp,Gisborne,Tolaga_KaiauaBay,False,2,2,0,missing Total_UNCY
Z:\Retrolens\Gisborne\Tolaga_KaiauaBay\Shorelines\Tolaga_KaiauaBay_21FEB2023.shp,Gisborne,Tolaga_KaiauaBay,False,2,2,0,missing Total_UNCY
Z:\Retrolens\Gisborne\Tolaga_KaiauaBay\Shorelines\Tolaga_KaiauaBay_27JAN1960.shp,Gisborne,Tolaga_KaiauaBay,False,9,9,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\HawkesBay\CliftonHaumoana\Shorelines\CliftonHaumoana_05JAN2012.shp,HawkesBay,CliftonHaumoana,False,3,3,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\HawkesBay\CliftonHaumoana\Shorelines\CliftonHaumoana_06FEB2017.shp,HawkesBay,CliftonHaumoana,False,1,1,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\HawkesBay\CliftonHaumoana\Shorelines\CliftonHaumoana_06JAN2006.shp,HawkesBay,CliftonHaumoana,False,3,3,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\HawkesBay\CliftonHaumoana\Shorelines\CliftonHaumoana_24JAN2015.shp,HawkesBay,CliftonHaumoana,False,3,3,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\HawkesBay\CliftonHaumoana\Shorelines\CliftonHaumoana_25OCT2009.shp,HawkesBay,CliftonHaumoana,False,3,3,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\HawkesBay\CliftonHaumoana\Shorelines\CliftonHaumoana_26MAR2020.shp,HawkesBay,CliftonHaumoana,False,2,2,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\HawkesBay\Mahanga\Shorelines\Mahanga_03NOV2013.shp,HawkesBay,Mahanga,False,3,3,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\HawkesBay\Mahanga\Shorelines\Mahanga_08NOV2019.shp,HawkesBay,Mahanga,False,3,3,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\HawkesBay\Mahanga\Shorelines\Mahanga_12MAR2018.shp,HawkesBay,Mahanga,False,3,3,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\HawkesBay\Mahanga\Shorelines\Mahanga_25DEC2015.shp,HawkesBay,Mahanga,False,2,2,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\HawkesBay\Mahanga\Shorelines\Mahanga_29JAN2011.shp,HawkesBay,Mahanga,False,3,3,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\HawkesBay\Mahanga\Shorelines\Mahanga_31AUG2005.shp,HawkesBay,Mahanga,False,2,2,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\HawkesBay\TableCape\Shorelines\TableCape_12FEB2011.shp,HawkesBay,TableCape,False,1,1,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\HawkesBay\TableCape\Shorelines\TableCape_25DEC2015.shp,HawkesBay,TableCape,False,1,1,0,missing Total_UNCY
Z:\Retrolens\HawkesBay\TableCape\Shorelines\TableCape_05FEB2019_HBY19Ra.shp,HawkesBay,TableCape,False,1,1,0,missing Total_UNCY
Z:\Retrolens\HawkesBay\TableCape\Shorelines\TableCape_10OCT1973.shp,HawkesBay,TableCape,False,1,1,0,missing Total_UNCY
