filename,region,aoi,is_new_shoreline,total_rows,excluded_rows,included_rows,reason
Z:\Retrolens\HawkesBay\TableCape\Shorelines\TableCape_16JAN2003.shp,HawkesBay,TableCape,False,2,2,0,missing Total_UNCY
Z:\Retrolens\HawkesBay\TableCape\Shorelines\TableCape_18SEP1981.shp,HawkesBay,TableCape,False,2,2,0,missing Total_UNCY
Z:\Retrolens\HawkesBay\TableCape\Shorelines\TableCape_21FEB2023.shp,HawkesBay,TableCape,False,1,1,0,missing Total_UNCY
Z:\Retrolens\HawkesBay\TableCape\Shorelines\TableCape_25JAN2023.shp,HawkesBay,TableCape,False,12,12,0,missing Total_UNCY
Z:\Retrolens\HawkesBay\TableCape\Shorelines\TableCape_27JUN1938.shp,HawkesBay,TableCape,False,1,1,0,missing Total_UNCY
Z:\Retrolens\HawkesBay\Waimarama\Shorelines\Waimarama_06MAR2019.shp,HawkesBay,Waimarama,False,2,2,0,missing Total_UNCY
Z:\Retrolens\HawkesBay\Waimarama\Shorelines\Waimarama_09DEC1972.shp,HawkesBay,Waimarama,False,2,2,0,missing Total_UNCY
Z:\Retrolens\HawkesBay\Waimarama\Shorelines\Waimarama_15AUG1963.shp,HawkesBay,Waimarama,False,4,4,0,missing Total_UNCY
Z:\Retrolens\HawkesBay\Waimarama\Shorelines\Waimarama_17DEC1996.shp,HawkesBay,Waimarama,False,2,2,0,missing Total_UNCY
Z:\Retrolens\HawkesBay\Waimarama\Shorelines\Waimarama_18SEP1951.shp,HawkesBay,Waimarama,False,4,4,0,missing Total_UNCY
Z:\Retrolens\HawkesBay\Waimarama\Shorelines\Waimarama_23SEP1980.shp,HawkesBay,Waimarama,False,2,2,0,missing Total_UNCY
Z:\Retrolens\HawkesBay\Waimarama\Shorelines\Waimarama_31MAR1952.shp,HawkesBay,Waimarama,False,1,1,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Manawatu-Whanganui\WhanganuiSouth\Shorelines\WhanganuiSouth_04MAR2018.shp,Manawatu-Whanganui,WhanganuiSouth,False,1,1,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Manawatu-Whanganui\WhanganuiSouth\Shorelines\WhanganuiSouth_06JUNE2013.shp,Manawatu-Whanganui,WhanganuiSouth,False,1,1,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Manawatu-Whanganui\WhanganuiSouth\Shorelines\WhanganuiSouth_08DEC2010.shp,Manawatu-Whanganui,WhanganuiSouth,False,2,2,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Manawatu-Whanganui\WhanganuiSouth\Shorelines\WhanganuiSouth_11APR2020.shp,Manawatu-Whanganui,WhanganuiSouth,False,1,1,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Manawatu-Whanganui\WhanganuiSouth\Shorelines\WhanganuiSouth_14APR2006.shp,Manawatu-Whanganui,WhanganuiSouth,False,1,1,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Nelson\Nelson\Shorelines\Nelson_04DEC2009.shp,Nelson,Nelson,False,15,15,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Nelson\Nelson\Shorelines\Nelson_06MAR2003.shp,Nelson,Nelson,False,11,11,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Nelson\Nelson\Shorelines\Nelson_07FEB2019.shp,Nelson,Nelson,False,13,13,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Nelson\Nelson\Shorelines\Nelson_08FEB2016.shp,Nelson,Nelson,False,9,9,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Nelson\Nelson\Shorelines\Nelson_13DEC2013.shp,Nelson,Nelson,False,18,18,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Nelson\Nelson\Shorelines\Nelson_14DEC2006.shp,Nelson,Nelson,False,12,12,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Nelson\Nelson\Shorelines\Nelson_18MAR2021.shp,Nelson,Nelson,False,11,11,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Nelson\Nelson\Shorelines\Nelson_22NOV2017.shp,Nelson,Nelson,False,8,8,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Nelson\Nelson\Shorelines\Nelson_25NOV2011.shp,Nelson,Nelson,False,13,13,0,missing Total_UNCY
Z:\Retrolens\Nelson\Nelson\Shorelines\Nelson_01FEB1960_mosaic.shp,Nelson,Nelson,False,8,8,0,missing Total_UNCY
Z:\Retrolens\Nelson\Nelson\Shorelines\Nelson_05DEC1983_mosaic.shp,Nelson,Nelson,False,11,11,0,missing Total_UNCY
Z:\Retrolens\Nelson\Nelson\Shorelines\Nelson_06FEB1967_mosaic.shp,Nelson,Nelson,False,5,5,0,missing Total_UNCY
Z:\Retrolens\Nelson\Nelson\Shorelines\Nelson_11JAN1981_mosaic.shp,Nelson,Nelson,False,8,8,0,missing Total_UNCY
Z:\Retrolens\Nelson\Nelson\Shorelines\Nelson_13JAN2000_mosaic.shp,Nelson,Nelson,False,6,6,0,missing Total_UNCY
Z:\Retrolens\Nelson\Nelson\Shorelines\Nelson_13SEP1985_mosaic.shp,Nelson,Nelson,False,9,9,0,missing Total_UNCY
Z:\Retrolens\Nelson\Nelson\Shorelines\Nelson_14MAR1948_mosaic.shp,Nelson,Nelson,False,9,9,0,missing Total_UNCY
Z:\Retrolens\Nelson\Nelson\Shorelines\Nelson_16JAN2019.shp,Nelson,Nelson,False,7,7,0,missing Total_UNCY
Z:\Retrolens\Nelson\Nelson\Shorelines\Nelson_22SEP1969_mosaic.shp,Nelson,Nelson,False,6,6,0,missing Total_UNCY
Z:\Retrolens\Northland\FrenchmansBay\Shorelines\FrenchmansBay_02SEP1982.shp,Northland,FrenchmansBay,True,10,10,0,missing Total_UNCY
Z:\Retrolens\Northland\FrenchmansBay\Shorelines\FrenchmansBay_16DEC1976.shp,Northland,FrenchmansBay,True,15,15,0,missing Total_UNCY
Z:\Retrolens\Northland\FrenchmansBay\Shorelines\FrenchmansBay_17JUN1966.shp,Northland,FrenchmansBay,True,9,9,0,missing Total_UNCY
Z:\Retrolens\Northland\FrenchmansBay\Shorelines\FrenchmansBay_24OCT1953.shp,Northland,FrenchmansBay,True,6,6,0,missing Total_UNCY
Z:\Retrolens\Northland\FrenchmansBay\Shorelines\FrenchmansBay_29FEB1992.shp,Northland,FrenchmansBay,True,9,9,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Northland\MarsdenPoint\Shorelines\MarsdenPoint_01JAN2020.shp,Northland,MarsdenPoint,False,4,4,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Northland\MarsdenPoint\Shorelines\MarsdenPoint_01MAR2017.shp,Northland,MarsdenPoint,False,2,2,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Northland\MarsdenPoint\Shorelines\MarsdenPoint_03MAY2021.shp,Northland,MarsdenPoint,False,3,3,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Northland\MarsdenPoint\Shorelines\MarsdenPoint_14JUN2024.shp,Northland,MarsdenPoint,True,1,1,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Northland\MarsdenPoint\Shorelines\MarsdenPoint_14NOV2011.shp,Northland,MarsdenPoint,False,2,2,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Northland\MarsdenPoint\Shorelines\MarsdenPoint_15FEB2018.shp,Northland,MarsdenPoint,False,2,2,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Northland\MarsdenPoint\Shorelines\MarsdenPoint_15OCT2023.shp,Northland,MarsdenPoint,True,3,3,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Northland\MarsdenPoint\Shorelines\MarsdenPoint_19APR2007.shp,Northland,MarsdenPoint,False,2,2,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Northland\MarsdenPoint\Shorelines\MarsdenPoint_20JAN2010.shp,Northland,MarsdenPoint,False,2,2,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Northland\MarsdenPoint\Shorelines\MarsdenPoint_22FEB2022.shp,Northland,MarsdenPoint,True,8,8,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Northland\MarsdenPoint\Shorelines\MarsdenPoint_23APR2014.shp,Northland,MarsdenPoint,False,2,2,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Northland\MarsdenPoint\Shorelines\MarsdenPoint_23AUG2019.shp,Northland,MarsdenPoint,True,2,2,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Northland\MarsdenPoint\Shorelines\MarsdenPoint_26DEC2015.shp,Northland,MarsdenPoint,False,2,2,0,missing Total_UNCY
Z:\Retrolens\Northland\MarsdenPoint\Shorelines\MarsdenPoint_06APR2016.shp,Northland,MarsdenPoint,False,2,2,0,missing Total_UNCY
Z:\Retrolens\Northland\MarsdenPoint\Shorelines\MarsdenPoint_06MAR2016.shp,Northland,MarsdenPoint,False,2,2,0,missing Total_UNCY
Z:\Retrolens\Northland\MarsdenPoint\Shorelines\MarsdenPoint_10JAN1979.shp,Northland,MarsdenPoint,False,1,1,0,missing Total_UNCY
Z:\Retrolens\Northland\MarsdenPoint\Shorelines\MarsdenPoint_11MAY1968.shp,Northland,MarsdenPoint,False,1,1,0,missing Total_UNCY
Z:\Retrolens\Northland\MarsdenPoint\Shorelines\MarsdenPoint_11OCT1963.shp,Northland,MarsdenPoint,False,2,2,0,missing Total_UNCY
Z:\Retrolens\Northland\MarsdenPoint\Shorelines\MarsdenPoint_12DEC1985.shp,Northland,MarsdenPoint,False,2,2,0,missing Total_UNCY
Z:\Retrolens\Northland\MarsdenPoint\Shorelines\MarsdenPoint_13MAR1950.shp,Northland,MarsdenPoint,False,1,1,0,missing Total_UNCY
Z:\Retrolens\Northland\MarsdenPoint\Shorelines\MarsdenPoint_17AUG2023.shp,Northland,MarsdenPoint,False,14,14,0,missing Total_UNCY
Z:\Retrolens\Northland\MarsdenPoint\Shorelines\MarsdenPoint_17JUN1966.shp,Northland,MarsdenPoint,False,1,1,0,missing Total_UNCY
Z:\Retrolens\Northland\MarsdenPoint\Shorelines\MarsdenPoint_18FEB2023.shp,Northland,MarsdenPoint,False,3,3,0,missing Total_UNCY
Z:\Retrolens\Northland\MarsdenPoint\Shorelines\MarsdenPoint_18JAN2016.shp,Northland,MarsdenPoint,False,2,2,0,missing Total_UNCY
Z:\Retrolens\Northland\MarsdenPoint\Shorelines\MarsdenPoint_20FEB1984.shp,Northland,MarsdenPoint,False,1,1,0,missing Total_UNCY
Z:\Retrolens\Northland\MarsdenPoint\Shorelines\MarsdenPoint_27DEC2022.shp,Northland,MarsdenPoint,False,15,15,0,missing Total_UNCY
Z:\Retrolens\Northland\MarsdenPoint\Shorelines\MarsdenPoint_28MAY1942.shp,Northland,MarsdenPoint,False,1,1,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Northland\MataiBay\Shorelines\MataiBay_03APR2003.shp,Northland,MataiBay,False,5,5,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Northland\MataiBay\Shorelines\MataiBay_03DEC2017.shp,Northland,MataiBay,False,6,6,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Northland\MataiBay\Shorelines\MataiBay_05FEB2017.shp,Northland,MataiBay,False,8,8,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Northland\MataiBay\Shorelines\MataiBay_06APR2016.shp,Northland,MataiBay,False,4,4,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Northland\MataiBay\Shorelines\MataiBay_11OCT2014.shp,Northland,MataiBay,False,5,5,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Northland\MataiBay\Shorelines\MataiBay_13FEB2019.shp,Northland,MataiBay,False,5,5,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Northland\MataiBay\Shorelines\MataiBay_13SEP2012.shp,Northland,MataiBay,False,5,5,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Northland\MataiBay\Shorelines\MataiBay_15SEP2009.shp,Northland,MataiBay,False,4,4,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Northland\MataiBay\Shorelines\MataiBay_25FEB2020.shp,Northland,MataiBay,False,4,4,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Northland\MataiBay\Shorelines\MataiBay_26APR2011.shp,Northland,MataiBay,False,5,5,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Northland\MataiBay\Shorelines\MataiBay_29DEC2015.shp,Northland,MataiBay,False,5,5,0,missing Total_UNCY
Z:\Retrolens\Northland\MataiBay\Shorelines\MataiBay_11FEB1971.shp,Northland,MataiBay,False,11,11,0,missing Total_UNCY
Z:\Retrolens\Northland\MataiBay\Shorelines\MataiBay_14AUG1944.shp,Northland,MataiBay,False,3,3,0,missing Total_UNCY
Z:\Retrolens\Northland\MataiBay\Shorelines\MataiBay_20FEB1984.shp,Northland,MataiBay,False,15,15,0,missing Total_UNCY
Z:\Retrolens\Northland\MataiBay\Shorelines\MataiBay_22NOV1976.shp,Northland,MataiBay,False,17,17,0,missing Total_UNCY
Z:\Retrolens\Northland\MataiBay\Shorelines\MataiBay_23MAY2023.shp,Northland,MataiBay,False,4,4,0,missing Total_UNCY
Z:\Retrolens\Northland\MataiBay\Shorelines\MataiBay_25MAR2023.shp,Northland,MataiBay,False,8,8,0,missing Total_UNCY
Z:\Retrolens\Northland\MataiBay\Shorelines\MataiBay_30AUG2022.shp,Northland,MataiBay,False,11,11,0,missing Total_UNCY
Z:\Retrolens\Northland\MataiBay\Shorelines\MataiBay_30MAR2016.shp,Northland,MataiBay,False,16,16,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Northland\Mimiwhangata\Shorelines\Mimiwhangata_04JUN2008.shp,Northland,Mimiwhangata,False,7,7,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Northland\Mimiwhangata\Shorelines\Mimiwhangata_04NOV2019.shp,Northland,Mimiwhangata,False,9,9,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Northland\Mimiwhangata\Shorelines\Mimiwhangata_11DEC2013.shp,Northland,Mimiwhangata,False,10,10,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Northland\Mimiwhangata\Shorelines\Mimiwhangata_14NOV2011.shp,Northland,Mimiwhangata,False,7,7,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Northland\Mimiwhangata\Shorelines\Mimiwhangata_23OCT2018.shp,Northland,Mimiwhangata,False,12,12,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Northland\Mimiwhangata\Shorelines\Mimiwhangata_24MAR2010.shp,Northland,Mimiwhangata,False,8,8,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Northland\Mimiwhangata\Shorelines\Mimiwhangata_26DEC2015.shp,Northland,Mimiwhangata,False,13,13,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Northland\Mimiwhangata\Shorelines\Mimiwhangata_28AUG2006.shp,Northland,Mimiwhangata,False,10,10,0,missing Total_UNCY
Z:\Retrolens\Northland\Mimiwhangata\Shorelines\Mimiwhangata_09NOV2014.shp,Northland,Mimiwhangata,False,10,10,0,missing Total_UNCY
Z:\Retrolens\Northland\Mimiwhangata\Shorelines\Mimiwhangata_10JAN2022.shp,Northland,Mimiwhangata,False,9,9,0,missing Total_UNCY
Z:\Retrolens\Northland\Mimiwhangata\Shorelines\Mimiwhangata_11MAY1968.shp,Northland,Mimiwhangata,False,7,7,0,missing Total_UNCY
Z:\Retrolens\Northland\Mimiwhangata\Shorelines\Mimiwhangata_12JAN1950.shp,Northland,Mimiwhangata,False,1,1,0,missing Total_UNCY
Z:\Retrolens\Northland\Mimiwhangata\Shorelines\Mimiwhangata_17MAR1961.shp,Northland,Mimiwhangata,False,2,2,0,missing Total_UNCY
Z:\Retrolens\Northland\Mimiwhangata\Shorelines\Mimiwhangata_17OCT1978.shp,Northland,Mimiwhangata,False,8,8,0,missing Total_UNCY
Z:\Retrolens\Northland\Mimiwhangata\Shorelines\Mimiwhangata_18FEB2023.shp,Northland,Mimiwhangata,False,8,8,0,missing Total_UNCY
Z:\Retrolens\Northland\Mimiwhangata\Shorelines\Mimiwhangata_20FEB1984.shp,Northland,Mimiwhangata,False,6,6,0,missing Total_UNCY
Z:\Retrolens\Northland\Mimiwhangata\Shorelines\Mimiwhangata_27DEC2022.shp,Northland,Mimiwhangata,False,10,10,0,missing Total_UNCY
Z:\Retrolens\Northland\Mimiwhangata\Shorelines\Mimiwhangata_30APR1942.shp,Northland,Mimiwhangata,False,5,5,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Northland\Pataua\Shorelines\Pataua_04FEB2010.shp,Northland,Pataua,False,3,3,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Northland\Pataua\Shorelines\Pataua_05JAN2012.shp,Northland,Pataua,False,6,6,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Northland\Pataua\Shorelines\Pataua_17MAY2006.shp,Northland,Pataua,False,7,7,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Northland\Pataua\Shorelines\Pataua_28JUL2017.shp,Northland,Pataua,False,5,5,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Northland\Pataua\Shorelines\Pataua_29DEC2019.shp,Northland,Pataua,False,5,5,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Northland\Pataua\Shorelines\Pataua_29SEP2015.shp,Northland,Pataua,False,7,7,0,missing Total_UNCY
Z:\Retrolens\Northland\Pataua\Shorelines\Pataua_07APR2022.shp,Northland,Pataua,False,3,3,0,missing Total_UNCY
Z:\Retrolens\Northland\Pataua\Shorelines\Pataua_07MAY2016.shp,Northland,Pataua,False,31,31,0,missing Total_UNCY
Z:\Retrolens\Northland\Pataua\Shorelines\Pataua_17MAR1961.shp,Northland,Pataua,False,11,11,0,missing Total_UNCY
Z:\Retrolens\Northland\Pataua\Shorelines\Pataua_19MAY1942.shp,Northland,Pataua,False,14,14,0,missing Total_UNCY
Z:\Retrolens\Northland\Pataua\Shorelines\Pataua_20FEB1984.shp,Northland,Pataua,False,12,12,0,missing Total_UNCY
Z:\Retrolens\Northland\Pataua\Shorelines\Pataua_25MAR2023.shp,Northland,Pataua,False,7,7,0,missing Total_UNCY
Z:\Retrolens\Northland\Pataua\Shorelines\Pataua_29JAN1969.shp,Northland,Pataua,False,15,15,0,missing Total_UNCY
Z:\Retrolens\Northland\Pouto\Shorelines\Pouto_02MAY1996.shp,Northland,Pouto,True,4,4,0,missing Total_UNCY
Z:\Retrolens\Northland\Pouto\Shorelines\Pouto_02SEP1982.shp,Northland,Pouto,True,5,5,0,missing Total_UNCY
Z:\Retrolens\Northland\Pouto\Shorelines\Pouto_04APR2023.shp,Northland,Pouto,True,5,5,0,missing Total_UNCY
Z:\Retrolens\Northland\Pouto\Shorelines\Pouto_06NOV2015.shp,Northland,Pouto,True,4,4,0,missing Total_UNCY
Z:\Retrolens\Northland\Pouto\Shorelines\Pouto_09JUN2022.shp,Northland,Pouto,True,4,4,0,missing Total_UNCY
Z:\Retrolens\Northland\Pouto\Shorelines\Pouto_12MAY1938.shp,Northland,Pouto,True,4,4,0,missing Total_UNCY
Z:\Retrolens\Northland\Pouto\Shorelines\Pouto_14OCT1966.shp,Northland,Pouto,True,7,7,0,missing Total_UNCY
Z:\Retrolens\Northland\Pouto\Shorelines\Pouto_18MAR2024.shp,Northland,Pouto,True,2,2,0,missing Total_UNCY
Z:\Retrolens\Northland\Pouto\Shorelines\Pouto_19JAN1977.shp,Northland,Pouto,True,4,4,0,missing Total_UNCY
Z:\Retrolens\Northland\Pouto\Shorelines\Pouto_27JUN2024.shp,Northland,Pouto,True,4,4,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Northland\TaupiriBay\Shorelines\TaupiriBay_12JUN2019.shp,Northland,TaupiriBay,True,3,3,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Northland\TaupiriBay\Shorelines\TaupiriBay_24MAY2022.shp,Northland,TaupiriBay,True,3,3,0,missing Total_UNCY
Z:\Retrolens\Northland\TaupiriBay\Shorelines\TaupiriBay_03FEB1959.shp,Northland,TaupiriBay,False,15,15,0,missing Total_UNCY
Z:\Retrolens\Northland\TaupiriBay\Shorelines\TaupiriBay_04JAN1980.shp,Northland,TaupiriBay,False,36,36,0,missing Total_UNCY
Z:\Retrolens\Northland\TaupiriBay\Shorelines\TaupiriBay_06MAY1972.shp,Northland,TaupiriBay,False,11,11,0,missing Total_UNCY
Z:\Retrolens\Northland\TaupiriBay\Shorelines\TaupiriBay_08DEC1975.shp,Northland,TaupiriBay,False,6,6,0,missing Total_UNCY
Z:\Retrolens\Northland\TaupiriBay\Shorelines\TaupiriBay_09NOV2014.shp,Northland,TaupiriBay,False,102,102,0,missing Total_UNCY
Z:\Retrolens\Northland\TaupiriBay\Shorelines\TaupiriBay_10JUN1968.shp,Northland,TaupiriBay,False,17,17,0,missing Total_UNCY
Z:\Retrolens\Northland\TaupiriBay\Shorelines\TaupiriBay_11MAY1968.shp,Northland,TaupiriBay,False,8,8,0,missing Total_UNCY
Z:\Retrolens\Northland\TaupiriBay\Shorelines\TaupiriBay_12DEC1985.shp,Northland,TaupiriBay,False,25,25,0,missing Total_UNCY
Z:\Retrolens\Northland\TaupiriBay\Shorelines\TaupiriBay_13SEP1955.shp,Northland,TaupiriBay,False,17,17,0,missing Total_UNCY
Z:\Retrolens\Northland\TaupiriBay\Shorelines\TaupiriBay_22AUG1971.shp,Northland,TaupiriBay,False,3,3,0,missing Total_UNCY
Z:\Retrolens\Northland\TaupiriBay\Shorelines\TaupiriBay_23AUG1971.shp,Northland,TaupiriBay,False,10,10,0,missing Total_UNCY
Z:\Retrolens\Northland\TaupiriBay\Shorelines\TaupiriBay_23OCT1953.shp,Northland,TaupiriBay,False,7,7,0,missing Total_UNCY
Z:\Retrolens\Northland\TaupiriBay\Shorelines\TaupiriBay_24MAR2023.shp,Northland,TaupiriBay,False,22,22,0,missing Total_UNCY
Z:\Retrolens\Northland\TaupiriBay\Shorelines\TaupiriBay_27DEC2022.shp,Northland,TaupiriBay,False,18,18,0,missing Total_UNCY
Z:\Retrolens\Northland\TaupiriBay\Shorelines\TaupiriBay_29MAR1951.shp,Northland,TaupiriBay,False,23,23,0,missing Total_UNCY
Z:\Retrolens\Northland\Tinopai\Shorelines\Tinopai_02SEP1987.shp,Northland,Tinopai,True,10,10,0,missing Total_UNCY
Z:\Retrolens\Northland\Tinopai\Shorelines\Tinopai_03DEC1995.shp,Northland,Tinopai,True,16,16,0,missing Total_UNCY
Z:\Retrolens\Northland\Tinopai\Shorelines\Tinopai_16DEC1976.shp,Northland,Tinopai,True,14,14,0,missing Total_UNCY
Z:\Retrolens\Northland\Tinopai\Shorelines\Tinopai_17JUN1966.shp,Northland,Tinopai,True,12,12,0,missing Total_UNCY
Z:\Retrolens\Northland\Tinopai\Shorelines\Tinopai_18MAR2024.shp,Northland,Tinopai,True,14,14,0,missing Total_UNCY
Z:\Retrolens\Northland\Tinopai\Shorelines\Tinopai_20JUL2019.shp,Northland,Tinopai,True,13,13,0,missing Total_UNCY
Z:\Retrolens\Northland\Tinopai\Shorelines\Tinopai_24MAR2023.shp,Northland,Tinopai,True,12,12,0,missing Total_UNCY
Z:\Retrolens\Northland\Tinopai\Shorelines\Tinopai_24OCT1953.shp,Northland,Tinopai,True,15,15,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Northland\Waipu\Shorelines\Waipu_14JUN2024.shp,Northland,Waipu,True,11,11,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Northland\Waipu\Shorelines\Waipu_15OCT2023.shp,Northland,Waipu,True,6,6,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Northland\Waipu\Shorelines\Waipu_22FEB2022.shp,Northland,Waipu,True,6,6,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Northland\Waipu\Shorelines\Waipu_23AUG2019.shp,Northland,Waipu,True,5,5,0,missing Total_UNCY
Z:\Retrolens\Northland\Waipu\Shorelines\Waipu_10JAN1979.shp,Northland,Waipu,False,2,2,0,missing Total_UNCY
Z:\Retrolens\Northland\Waipu\Shorelines\Waipu_10JAN1983.shp,Northland,Waipu,False,3,3,0,missing Total_UNCY
Z:\Retrolens\Northland\Waipu\Shorelines\Waipu_10NOV2015.shp,Northland,Waipu,False,9,9,0,missing Total_UNCY
Z:\Retrolens\Northland\Waipu\Shorelines\Waipu_12MAR1995.shp,Northland,Waipu,False,3,3,0,missing Total_UNCY
Z:\Retrolens\Northland\Waipu\Shorelines\Waipu_15JAN1977.shp,Northland,Waipu,False,3,3,0,missing Total_UNCY
Z:\Retrolens\Northland\Waipu\Shorelines\Waipu_17JUN1966.shp,Northland,Waipu,False,2,2,0,missing Total_UNCY
Z:\Retrolens\Northland\Waipu\Shorelines\Waipu_18FEB2023.shp,Northland,Waipu,False,3,3,0,missing Total_UNCY
Z:\Retrolens\Northland\Waipu\Shorelines\Waipu_20MAY1963.shp,Northland,Waipu,False,5,5,0,missing Total_UNCY
Z:\Retrolens\Northland\Waipu\Shorelines\Waipu_21NOV1986.shp,Northland,Waipu,False,2,2,0,missing Total_UNCY
Z:\Retrolens\Northland\Waipu\Shorelines\Waipu_27DEC2022.shp,Northland,Waipu,False,13,13,0,missing Total_UNCY
Z:\Retrolens\Northland\Waipu\Shorelines\Waipu_29JUN2021.shp,Northland,Waipu,False,5,5,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Otago\AllansBeach\Shorelines\AllansBeach_04APR2021.shp,Otago,AllansBeach,False,8,8,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Otago\AllansBeach\Shorelines\AllansBeach_07NOV2012.shp,Otago,AllansBeach,False,8,8,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Otago\AllansBeach\Shorelines\AllansBeach_10SEP2009.shp,Otago,AllansBeach,False,8,8,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Otago\AllansBeach\Shorelines\AllansBeach_13JAN2005.shp,Otago,AllansBeach,False,9,9,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Otago\AllansBeach\Shorelines\AllansBeach_14MAR2015.shp,Otago,AllansBeach,False,9,9,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Otago\AllansBeach\Shorelines\AllansBeach_15SEP2017.shp,Otago,AllansBeach,False,10,10,0,missing Total_UNCY
Z:\MaxarImagery\HighFreq\Otago\AllansBeach\Shorelines\AllansBeach_30SEP2010.shp,Otago,AllansBeach,False,8,8,0,missing Total_UNCY
Z:\Retrolens\Otago\AllansBeach\Shorelines\AllansBeach_07MAR1975_mosaic.shp,Otago,AllansBeach,False,5,5,0,missing Total_UNCY
Z:\Retrolens\Otago\AllansBeach\Shorelines\AllansBeach_09MAR1982_mosaic.shp,Otago,AllansBeach,False,5,5,0,missing Total_UNCY
Z:\Retrolens\Otago\AllansBeach\Shorelines\AllansBeach_15OCT1942_mosaic.shp,Otago,AllansBeach,False,6,6,0,missing Total_UNCY
Z:\Retrolens\Otago\AllansBeach\Shorelines\AllansBeach_16FEB1985_mosaic.shp,Otago,AllansBeach,False,5,5,0,missing Total_UNCY
Z:\Retrolens\Otago\AllansBeach\Shorelines\AllansBeach_17MAR2000_mosaic.shp,Otago,AllansBeach,False,5,5,0,missing Total_UNCY
Z:\Retrolens\Otago\AllansBeach\Shorelines\AllansBeach_18FEB1970_mosaic.shp,Otago,AllansBeach,False,5,5,0,missing Total_UNCY
Z:\Retrolens\Otago\AllansBeach\Shorelines\AllansBeach_20FEB1967_mosaic.shp,Otago,AllansBeach,False,5,5,0,missing Total_UNCY
