filename,path,region,aoi,source,rows,pixel_er,pixel_er_method,photoscale,georef_er,georef_er_method,cps_values,cps_source,cps_rows_defaulted,dig_er_values,total_uncy_mean,valid_uncy_rows,missing_uncy_rows,shapefile_updated,write_skipped_due_to_incomplete_components
Retrolens/Auckland/OrongoPoint/Shorelines/OrongoPoint_02SEP1982.shp,Z:\Retrolens\Auckland\OrongoPoint\Shorelines\OrongoPoint_02SEP1982.shp,Auckland,OrongoPoint,RL,6,0.738199420749184,gml-sidecar:stack-date-multi-first:OrongoPoint_02SEP1982.jp2,25000,2.43,retrolens-csv-scale (shapefile Source attribute),3,shapefile attribute table,0,0.97,2.7185912500400704,6,0,True,False
Retrolens/Auckland/OrongoPoint/Shorelines/OrongoPoint_04DEC1973.shp,Z:\Retrolens\Auckland\OrongoPoint\Shorelines\OrongoPoint_04DEC1973.shp,Auckland,OrongoPoint,RL,4,0.800357633825844,gml-sidecar:stack-date-multi-first:OrongoPoint_04DEC1973.jp2,23900,2.43,retrolens-csv-scale (shapefile Source attribute),2,shapefile attribute table,0,0.73,2.660521065886024,4,0,True,False
Retrolens/Auckland/OrongoPoint/Shorelines/OrongoPoint_14OCT1966.shp,Z:\Retrolens\Auckland\OrongoPoint\Shorelines\OrongoPoint_14OCT1966.shp,Auckland,OrongoPoint,RL,8,1.88775363067162,gml-sidecar:stack-date-multi-first:OrongoPoint_14OCT1966.jp2,67500,2.9,retrolens-csv-scale (shapefile Source attribute),2,shapefile attribute table,0,0.73,3.5364549721598157,8,0,True,False
Retrolens/Auckland/OrongoPoint/Shorelines/OrongoPoint_16DEC1976.shp,Z:\Retrolens\Auckland\OrongoPoint\Shorelines\OrongoPoint_16DEC1976.shp,Auckland,OrongoPoint,RL,8,1.36345610516891,gml-sidecar:stack-date-multi-first:OrongaPoint16DEC1976.jp2,50000,2.9,retrolens-csv-scale (shapefile Source attribute),3,shapefile attribute table,0,0.97,3.348120749125153,8,0,True,False
Retrolens/Auckland/OrongoPoint/Shorelines/OrongoPoint_17JAN2022.shp,Z:\Retrolens\Auckland\OrongoPoint\Shorelines\OrongoPoint_17JAN2022.shp,Auckland,OrongoPoint,LDS,8,0.075,attribute-table:Pixel_Er,,0.0,fixed-by-source (shapefile Source attribute),"2,3",shapefile attribute table,0,"0.73, 0.97",0.793605760618342,8,0,True,False
Retrolens/Auckland/OrongoPoint/Shorelines/OrongoPoint_29FEB1992.shp,Z:\Retrolens\Auckland\OrongoPoint\Shorelines\OrongoPoint_29FEB1992.shp,Auckland,OrongoPoint,RL,4,0.746367927817852,gml-sidecar:stack-date-multi-first:OrongoPoint_29FEB1992.jp2,25000,2.43,retrolens-csv-scale (shapefile Source attribute),3,shapefile attribute table,0,0.97,2.7208206636371894,4,0,True,False
Retrolens/Auckland/OrongoPoint/Shorelines/OrongoPoint_29JUN2011.shp,Z:\Retrolens\Auckland\OrongoPoint\Shorelines\OrongoPoint_29JUN2011.shp,Auckland,OrongoPoint,LDS,10,0.5,attribute-table:Pixel_Er,,0.0,fixed-by-source (shapefile Source attribute),3,shapefile attribute table,0,0.97,1.0912836478203087,10,0,True,False
Retrolens/Auckland/ShellyBeach/Shorelines/ShellyBeach_02MAY1996.shp,Z:\Retrolens\Auckland\ShellyBeach\Shorelines\ShellyBeach_02MAY1996.shp,Auckland,ShellyBeach,RL,3,1.94405404653426,gml-sidecar:stack-date-multi-first:ShellyBeach_02MAY1996.jp2,50000,2.9,retrolens-csv-scale (shapefile Source attribute),2,shapefile attribute table,0,0.73,3.5668257787346764,3,0,True,False
Retrolens/Auckland/ShellyBeach/Shorelines/ShellyBeach_15MAY1975.shp,Z:\Retrolens\Auckland\ShellyBeach\Shorelines\ShellyBeach_15MAY1975.shp,Auckland,ShellyBeach,RL,9,1.93437043796393,gml-sidecar:stack-date-multi-first:ShellyBeach_15MAY1975_mosaic.jp2,57000,2.9,retrolens-csv-scale (shapefile Source attribute),"2,4",shapefile attribute table,0,"0.73, 2.07",3.61629727582895,9,0,True,False
Retrolens/Auckland/ShellyBeach/Shorelines/ShellyBeach_17JAN2022.shp,Z:\Retrolens\Auckland\ShellyBeach\Shorelines\ShellyBeach_17JAN2022.shp,Auckland,ShellyBeach,LDS,12,0.075,attribute-table:Pixel_Er,,0.0,fixed-by-source (shapefile Source attribute),3,shapefile attribute table,0,0.97,0.9728951639308315,12,0,True,False
Retrolens/Auckland/ShellyBeach/Shorelines/ShellyBeach_17NOV1987.shp,Z:\Retrolens\Auckland\ShellyBeach\Shorelines\ShellyBeach_17NOV1987.shp,Auckland,ShellyBeach,RL,12,1.0135953317040125,gml-sidecar:stack-date-multi-first:ShellyBeach_17NOV1987.jp2,25000,2.43,retrolens-csv-scale (shapefile Source attribute),"2,3",shapefile attribute table,0,"0.73, 0.97",2.744525768994405,12,0,True,False
Retrolens/Auckland/ShellyBeach/Shorelines/ShellyBeach_24APR1940.shp,Z:\Retrolens\Auckland\ShellyBeach\Shorelines\ShellyBeach_24APR1940.shp,Auckland,ShellyBeach,RL,9,0.542569146903002,gml-sidecar:stack-date-multi-first:ShellyBeach_24APR1940.jp2,16000,2.09,retrolens-csv-scale (shapefile Source attribute),2,shapefile attribute table,0,0.73,2.279337903684105,9,0,True,False
Retrolens/Auckland/ShellyBeach/Shorelines/ShellyBeach_28SEP1968.shp,Z:\Retrolens\Auckland\ShellyBeach\Shorelines\ShellyBeach_28SEP1968.shp,Auckland,ShellyBeach,RL,10,1.84313841019841,gml-sidecar:stack-date-multi-first:ShellyBeach_28SEP1968_mosaic.jp2,67500,2.9,retrolens-csv-scale (shapefile Source attribute),"2,3",shapefile attribute table,0,"0.73, 0.97",3.518602079893327,10,0,True,False
Retrolens/Auckland/ShellyBeach/Shorelines/ShellyBeach_29JUN2012.shp,Z:\Retrolens\Auckland\ShellyBeach\Shorelines\ShellyBeach_29JUN2012.shp,Auckland,ShellyBeach,LDS,13,0.5,attribute-table:Pixel_Er,,0.0,fixed-by-source (shapefile Source attribute),"2,4",shapefile attribute table,0,"0.73, 2.07",0.9805636035559461,13,0,True,False
Retrolens/Auckland/TeHakono_clarksbay/Shorelines/TeHakono_ClarksBay_03DEC1995.shp,Z:\Retrolens\Auckland\TeHakono_clarksbay\Shorelines\TeHakono_ClarksBay_03DEC1995.shp,Auckland,TeHakono_clarksbay,RL,9,1.49054842365256,gml-sidecar:stack-date-multi-first:TeHakono_Clarksbay_03DEC1995.jp2,50000,2.9,retrolens-csv-scale (shapefile Source attribute),2,shapefile attribute table,0,0.73,3.341352211792874,9,0,True,False
Retrolens/Auckland/TeHakono_clarksbay/Shorelines/TeHakono_ClarksBay_06NOV2015.shp,Z:\Retrolens\Auckland\TeHakono_clarksbay\Shorelines\TeHakono_ClarksBay_06NOV2015.shp,Auckland,TeHakono_clarksbay,LDS,14,0.4,attribute-table:Pixel_Er,,0.0,fixed-by-source (shapefile Source attribute),2,shapefile attribute table,0,0.73,0.8324061508662702,14,0,True,False
Retrolens/Auckland/TeHakono_clarksbay/Shorelines/TeHakono_ClarksBay_09APR1987.shp,Z:\Retrolens\Auckland\TeHakono_clarksbay\Shorelines\TeHakono_ClarksBay_09APR1987.shp,Auckland,TeHakono_clarksbay,RL,8,0.729742578121944,gml-sidecar:stack-date-multi-first:TeHakono_clarksbay_09APR1987_MOSAIC_2.jp2,41000,2.9,retrolens-csv-scale (shapefile Source attribute),2,shapefile attribute table,0,0.73,3.078217703529765,8,0,True,False
Retrolens/Auckland/TeHakono_clarksbay/Shorelines/TeHakono_ClarksBay_09MAR2025.shp,Z:\Retrolens\Auckland\TeHakono_clarksbay\Shorelines\TeHakono_ClarksBay_09MAR2025.shp,Auckland,TeHakono_clarksbay,LDS,12,0.3,attribute-table:Pixel_Er,,0.0,fixed-by-source (shapefile Source attribute),2,shapefile attribute table,0,0.73,0.7892401408950255,12,0,True,False
Retrolens/Auckland/TeHakono_clarksbay/Shorelines/TeHakono_ClarksBay_14OCT1966.shp,Z:\Retrolens\Auckland\TeHakono_clarksbay\Shorelines\TeHakono_ClarksBay_14OCT1966.shp,Auckland,TeHakono_clarksbay,RL,11,1.90540177276951,gml-sidecar:stack-date-multi-first:TeHakono_clarksbay_14OCT1966_MOSAIC.jp2,67500,2.9,retrolens-csv-scale (shapefile Source attribute),2,shapefile attribute table,0,0.73,3.545906924282305,11,0,True,False
Retrolens/Auckland/TeHakono_clarksbay/Shorelines/TeHakono_ClarksBay_24OCT1953.shp,Z:\Retrolens\Auckland\TeHakono_clarksbay\Shorelines\TeHakono_ClarksBay_24OCT1953.shp,Auckland,TeHakono_clarksbay,RL,11,0.565272478778871,gml-sidecar:stack-date-multi-first:TeHakono_clarksbay_24OCT1953.jp2,17500,2.09,retrolens-csv-scale (shapefile Source attribute),2,shapefile attribute table,0,0.73,2.284848567250094,11,0,True,False
Retrolens/Northland/FrenchmansBay/Shorelines/FrenchmansBay_02SEP1982.shp,Z:\Retrolens\Northland\FrenchmansBay\Shorelines\FrenchmansBay_02SEP1982.shp,Northland,FrenchmansBay,RL,10,0.756022338264679,gml-sidecar:stack-date-multi-first:FrenchmansBay_02SEP1982.jp2,25000,2.43,retrolens-csv-scale (shapefile Source attribute),"2,3",shapefile attribute table,0,"0.73, 0.97",2.7158885169070848,10,0,True,False
Retrolens/Northland/FrenchmansBay/Shorelines/FrenchmansBay_16DEC1976.shp,Z:\Retrolens\Northland\FrenchmansBay\Shorelines\FrenchmansBay_16DEC1976.shp,Northland,FrenchmansBay,RL,15,1.5214789178403,gml-sidecar:stack-date-multi-first:FrenchmansBay_16DEC1976.jp2,50000,2.9,retrolens-csv-scale (shapefile Source attribute),"2,3",shapefile attribute table,0,"0.73, 0.97",3.4115058493809594,15,0,True,False
Retrolens/Northland/FrenchmansBay/Shorelines/FrenchmansBay_17JUN1966.shp,Z:\Retrolens\Northland\FrenchmansBay\Shorelines\FrenchmansBay_17JUN1966.shp,Northland,FrenchmansBay,RL,9,1.87959457830045,gml-sidecar:stack-date-multi-first:FrenchmansBay_17JUN1966.jp2,67500,2.9,retrolens-csv-scale (shapefile Source attribute),"3,5",shapefile attribute table,0,"0.97, 8.59",4.219364871373163,9,0,True,False
Retrolens/Northland/FrenchmansBay/Shorelines/FrenchmansBay_24OCT1953.shp,Z:\Retrolens\Northland\FrenchmansBay\Shorelines\FrenchmansBay_24OCT1953.shp,Northland,FrenchmansBay,RL,6,0.571239791511452,gml-sidecar:stack-date-multi-first:FrenchmansBay_24OCT1953.jp2,17500,2.09,retrolens-csv-scale (shapefile Source attribute),"3,5",shapefile attribute table,0,"0.97, 8.59",4.535599806262832,6,0,True,False
Retrolens/Northland/FrenchmansBay/Shorelines/FrenchmansBay_29FEB1992.shp,Z:\Retrolens\Northland\FrenchmansBay\Shorelines\FrenchmansBay_29FEB1992.shp,Northland,FrenchmansBay,RL,9,0.73421928500963,gml-sidecar:stack-date-multi-first:FrenchmansBay_29Feb1992.jp2,25000,2.43,retrolens-csv-scale (shapefile Source attribute),"2,3,4",shapefile attribute table,0,"0.73, 0.97, 2.07",2.8330500443151387,9,0,True,False
Retrolens/Northland/Pouto/Shorelines/Pouto_02MAY1996.shp,Z:\Retrolens\Northland\Pouto\Shorelines\Pouto_02MAY1996.shp,Northland,Pouto,RL,4,1.47648181964923,gml-sidecar:stack-date-multi-first:Pouto_02MAY1996_Mosaik.jp2,50000,2.9,retrolens-csv-scale (shapefile Source attribute),"3,5",shapefile attribute table,0,"0.97, 8.59",6.290736439277647,4,0,True,False
Retrolens/Northland/Pouto/Shorelines/Pouto_02SEP1982.shp,Z:\Retrolens\Northland\Pouto\Shorelines\Pouto_02SEP1982.shp,Northland,Pouto,RL,5,0.745344934841617,gml-sidecar:stack-date-multi-first:Pouto_02SEP1982.jp2,25000,2.43,retrolens-csv-scale (shapefile Source attribute),"3,5",shapefile attribute table,0,"0.97, 8.59",7.7106319571109365,5,0,True,False
Retrolens/Northland/Pouto/Shorelines/Pouto_06NOV2015.shp,Z:\Retrolens\Northland\Pouto\Shorelines\Pouto_06NOV2015.shp,Northland,Pouto,LDS,4,0.1,lds-published-gsd:default:2015,,0.0,fixed-by-source (shapefile Source attribute),"3,5",shapefile attribute table,0,"0.97, 8.59",4.782861533950312,4,0,True,False
Retrolens/Northland/Pouto/Shorelines/Pouto_12MAY1938.shp,Z:\Retrolens\Northland\Pouto\Shorelines\Pouto_12MAY1938.shp,Northland,Pouto,RL,4,0.517176410474031,gml-sidecar:stack-date-multi-first:Pouto_12MAY1938_mosaic.jp2,10800,2.09,retrolens-csv-scale (shapefile Source attribute),"3,5",shapefile attribute table,0,"0.97, 8.59",5.608584710299645,4,0,True,False
Retrolens/Northland/Pouto/Shorelines/Pouto_14OCT1966.shp,Z:\Retrolens\Northland\Pouto\Shorelines\Pouto_14OCT1966.shp,Northland,Pouto,RL,7,1.87576819130782,gml-sidecar:stack-date-multi-first:Pouto_14OCT1966_mosaic.jp2,67500,2.9,retrolens-csv-scale (shapefile Source attribute),"3,5",shapefile attribute table,0,"0.97, 8.59",7.63806036713352,7,0,True,False
Retrolens/Northland/Pouto/Shorelines/Pouto_19JAN1977.shp,Z:\Retrolens\Northland\Pouto\Shorelines\Pouto_19JAN1977.shp,Northland,Pouto,RL,4,1.65328964980819,gml-sidecar:stack-date-multi-first:Pouto_19JAN1977_mosaic.jp2,50000,2.9,retrolens-csv-scale (shapefile Source attribute),"3,5",shapefile attribute table,0,"0.97, 8.59",6.346035074384776,4,0,True,False
Retrolens/Northland/Tinopai/Shorelines/Tinopai_03DEC1995.shp,Z:\Retrolens\Northland\Tinopai\Shorelines\Tinopai_03DEC1995.shp,Northland,Tinopai,RL,16,1.52095773466414,gml-sidecar:stack-date-multi-first:Tinopai_03DEC1995_Mosaic.jp2,50000,2.9,retrolens-csv-scale (shapefile Source attribute),"2,3",shapefile attribute table,0,"0.73, 0.97",3.41152453304671,16,0,True,False
Retrolens/Northland/Tinopai/Shorelines/Tinopai_16DEC1976.shp,Z:\Retrolens\Northland\Tinopai\Shorelines\Tinopai_16DEC1976.shp,Northland,Tinopai,RL,14,1.32103873916451,gml-sidecar:stack-date-multi-first:Tinopai_16DEC1976_mosaic.jp2,50000,2.9,retrolens-csv-scale (shapefile Source attribute),3,shapefile attribute table,0,0.97,3.331072402451403,14,0,True,False
Retrolens/Northland/Tinopai/Shorelines/Tinopai_17JUN1966.shp,Z:\Retrolens\Northland\Tinopai\Shorelines\Tinopai_17JUN1966.shp,Northland,Tinopai,RL,12,1.86415245981881,gml-sidecar:stack-date-multi-first:Tinopai_17JUN1966_mosaic.jp2,67500,2.9,retrolens-csv-scale (shapefile Source attribute),3,shapefile attribute table,0,0.97,3.581335560017871,12,0,True,False
Retrolens/Northland/Tinopai/Shorelines/Tinopai_24OCT1953.shp,Z:\Retrolens\Northland\Tinopai\Shorelines\Tinopai_24OCT1953.shp,Northland,Tinopai,RL,15,0.581475125570712,gml-sidecar:stack-date-multi-first:Tinopai_24OCT1953_mosaic.jp2,17500,2.09,retrolens-csv-scale (shapefile Source attribute),"3,4",shapefile attribute table,0,"0.97, 2.07",2.417842433287224,15,0,True,False
