stratum,driver,rho,lo,hi,n,n_blocks
Accretion_HC,dist_M65_km,0.0796506400771312,0.0183639795789153,0.13685405074180007,60273,1559
Accretion_LC,hs_mean,0.24162429696229465,0.18674672486932117,0.289780417290376,36090,1780
Accretion_LC,hs_p99,0.22152272769003384,0.16699361663381163,0.27367405370074877,36090,1780
Accretion_LC,storm_hrs_gt4m_yr,0.2000343163390024,0.14233779085964213,0.25515745365797954,36090,1780
Accretion_LC,cge_mean,0.23764860269220403,0.18134621316120447,0.287390507864299,36090,1780
Accretion_LC,t01_mean,0.18697431213828777,0.1309229368571137,0.23696565636621883,36090,1780
Accretion_LC,wave_incidence_deg,-0.07843396616067212,-0.14090482499115273,-0.02651015808888892,36090,1780
Accretion_LC,beach_slope_face,-0.2254369250205052,-0.2830230893313541,-0.16548978289439992,27732,1226
Accretion_LC,tanbeta_nearshore,-0.07943531824925748,-0.13454173894817234,-0.027400662619077278,30939,1557
Accretion_LC,closure_depth_m,0.0380639320378578,-0.019104134427829815,0.09089154088794035,33917,1652
Accretion_LC,vlm_mm_yr,-0.09525264921649208,-0.14560166759263354,-0.0463784999533005,36090,1780
Accretion_LC,backshore_mean,-0.10521403968086428,-0.1567377446497566,-0.05192963108243126,34884,1738
Accretion_LC,backshore_max,-0.10754241463032979,-0.1549779148592339,-0.05414971297391896,34884,1738
Accretion_LC,hinterland_slope,-0.11004314071147378,-0.15981563123129353,-0.05838858691230826,34815,1738
Accretion_LC,spring_range_m,0.10141769754629629,0.04987602997492736,0.15002450520524271,36090,1780
Accretion_LC,form_factor,-0.0918601255480736,-0.1418732209206471,-0.04427631951861717,36090,1780
Accretion_LC,dist_mouth_km,-0.030865929107998288,-0.08100547421261171,0.0173101718520828,36090,1780
Accretion_LC,river_supply_idx,-0.04447572032227448,-0.10514488825731559,0.016925123060369338,36090,1780
Accretion_LC,rain_mm_yr,-0.10630256525648406,-0.15767552041103414,-0.0459092427058653,36090,1780
Accretion_LC,rainstorm_days,-0.14832397847990172,-0.19719430841758254,-0.08872433966714018,36090,1780
Accretion_LC,geol_age_ma,-0.13122031256122213,-0.17370526372688394,-0.08700424392607607,36090,1780
Accretion_LC,erodibility_ord,0.17997128304536913,0.1299043003064202,0.22512716799869142,36090,1780
Accretion_LC,shaking_idx,-0.12052673829681522,-0.177976908211637,-0.06765546270021923,36090,1780
Accretion_LC,n_M5_50km,-0.13290059124708042,-0.18515427440256382,-0.07613125948446058,36090,1780
Accretion_LC,dist_M65_km,0.1182022821423256,0.059188797407126265,0.17377622720507027,36090,1780
Erosion_HC,hs_mean,-0.0004722333446244674,-0.05645544655883121,0.06690629539911723,55084,1609
Erosion_HC,hs_p99,0.05879137799869562,0.003898615326074888,0.11938917961643883,55084,1609
Erosion_HC,storm_hrs_gt4m_yr,0.09483985353357989,0.035126680793139055,0.15374074347382674,55084,1609
Erosion_HC,cge_mean,0.009708238514876878,-0.0460820639541504,0.07484378313777879,55084,1609
Erosion_HC,t01_mean,-0.09828014698889208,-0.16275357991583841,-0.0342356528937728,55084,1609
Erosion_HC,wave_incidence_deg,-0.02763842650748427,-0.0840203577180232,0.034596031399662,55084,1609
Erosion_HC,beach_slope_face,0.027817052622407298,-0.048204394418370516,0.10134315727513994,38607,963
Erosion_HC,tanbeta_nearshore,0.271613025040394,0.2151594756523016,0.33566161748982776,42678,1370
Erosion_HC,closure_depth_m,0.11341222606071785,0.053789464711580345,0.17588700202492644,52063,1494
Erosion_HC,vlm_mm_yr,0.03631215405072756,-0.02386909383626108,0.09418913606203555,55084,1609
Erosion_HC,backshore_mean,0.2939592274155963,0.24156420759146555,0.3430052974309955,54115,1579
Erosion_HC,backshore_max,0.30871406955151653,0.2584710112781008,0.35694691188773053,54115,1579
Erosion_HC,hinterland_slope,0.24168942758504938,0.19077190422109924,0.29062913666410084,54099,1579
Erosion_HC,spring_range_m,-0.08105133925796937,-0.1334922076475532,-0.028923628526170465,55084,1609
Erosion_HC,form_factor,0.13043713615397481,0.07745069426930071,0.18307089841629642,55084,1609
Erosion_HC,dist_mouth_km,-0.1144331005834576,-0.1743989560644907,-0.0631933540256463,55084,1609
Erosion_HC,river_supply_idx,-0.2633823934275042,-0.32867584148216844,-0.19740708849574193,55084,1609
Erosion_HC,rain_mm_yr,0.051607617605760665,-0.00783523081634843,0.10927145584043996,55084,1609
Erosion_HC,rainstorm_days,0.10617341264414581,0.04271896305633149,0.1667129323633918,55084,1609
Erosion_HC,geol_age_ma,0.20738331842308874,0.15557466694129687,0.2632319029590175,55084,1609
Erosion_HC,erodibility_ord,-0.2268578876249445,-0.280792247112295,-0.17611106090156006,55084,1609
Erosion_HC,shaking_idx,0.0908885219435475,0.02544313988115439,0.1456405654233105,55084,1609
Erosion_HC,n_M5_50km,0.256143218988775,0.2068441491745383,0.30628781828781315,55084,1609
Erosion_HC,dist_M65_km,-0.14518735910707797,-0.19925315383352743,-0.08757324028458366,55084,1609
Erosion_LC,hs_mean,-0.18871073089270668,-0.23553617711519342,-0.13765700957297855,36801,1839
Erosion_LC,hs_p99,-0.13018522719267225,-0.1809331891230822,-0.07841471142229071,36801,1839
Erosion_LC,storm_hrs_gt4m_yr,-0.10013083630707775,-0.16152290720386214,-0.04435113456459248,36801,1839
Erosion_LC,cge_mean,-0.18405395716377204,-0.23016037280983515,-0.13280098967023704,36801,1839
Erosion_LC,t01_mean,-0.2186323196325777,-0.26869024864388186,-0.16336895053867292,36801,1839
Erosion_LC,wave_incidence_deg,-0.053261056897311095,-0.11017203277220167,0.0032761450164270002,36801,1839
Erosion_LC,beach_slope_face,0.11711487029638772,0.05794498740837596,0.1721508933963827,23921,1090
Erosion_LC,tanbeta_nearshore,0.18389982150490183,0.13667220492740542,0.23746247709497542,31239,1585
Erosion_LC,closure_depth_m,-0.058218893187646586,-0.11028214880392845,-0.005916149625412798,33762,1689
Erosion_LC,vlm_mm_yr,0.05613478157561001,0.009984185326647767,0.10582249869976301,36801,1839
Erosion_LC,backshore_mean,0.12854792692399802,0.07704412627444333,0.18209918645494502,35334,1798
Erosion_LC,backshore_max,0.12379771397375301,0.07410912079983605,0.18057506921756553,35334,1798
Erosion_LC,hinterland_slope,0.05625068175622879,0.011286161958326487,0.1076508860693661,35326,1796
Erosion_LC,spring_range_m,-0.050432599988605976,-0.0932964495106864,-0.005961267559278595,36801,1839
Erosion_LC,form_factor,0.07881773913786196,0.03166959893934625,0.12803512445851464,36801,1839
Erosion_LC,dist_mouth_km,0.026762460331203507,-0.024953211085977332,0.07845312642247465,36801,1839
Erosion_LC,river_supply_idx,-0.11585780488163595,-0.1713594193266742,-0.059520198671944136,36801,1839
Erosion_LC,rain_mm_yr,-0.025947575901074504,-0.08236772974687316,0.033209418027129185,36801,1839
Erosion_LC,rainstorm_days,0.048853008061131145,-0.008956401688733162,0.11031932166397565,36801,1839
Erosion_LC,geol_age_ma,0.12013085069518731,0.0721527676894846,0.16398335422490562,36801,1839
Erosion_LC,erodibility_ord,-0.1386794405230143,-0.18898446906975264,-0.08724371150941707,36801,1839
Erosion_LC,shaking_idx,0.01511736385602146,-0.04060336165123028,0.06610857905689704,36801,1839
Erosion_LC,n_M5_50km,0.10194821792814823,0.04814861132714968,0.1529253610119378,36801,1839
Erosion_LC,dist_M65_km,-0.050271374965219696,-0.10077934023557496,0.003314271826074123,36801,1839
Unresolved,hs_mean,-0.06555306130609918,-0.0953456467403563,-0.03783812763337959,34837,1869
Unresolved,hs_p99,-0.04353565904059128,-0.07155500653055226,-0.015375979873052555,34837,1869
Unresolved,storm_hrs_gt4m_yr,-0.024842274267279283,-0.05171747663407575,0.0007330822782928098,34837,1869
Unresolved,cge_mean,-0.06434175785178499,-0.0941061552671858,-0.037172972965627764,34837,1869
Unresolved,t01_mean,-0.06482579263483673,-0.09481327346248894,-0.03611765488813794,34837,1869
Unresolved,wave_incidence_deg,-0.015669989264483528,-0.04200240409125553,0.011022339904827271,34837,1869
Unresolved,beach_slope_face,0.0013227445059565202,-0.044335545275636594,0.04170292748531783,18405,1101
Unresolved,tanbeta_nearshore,0.0010093060312541615,-0.036823868946306126,0.03527637664315067,29009,1620
Unresolved,closure_depth_m,-0.0792682052984125,-0.10832136942215387,-0.04891961647692218,31341,1725
Unresolved,vlm_mm_yr,-0.03579899723390281,-0.06251266895107072,-0.005617607541319857,34837,1869
Unresolved,backshore_mean,-0.028495275474010356,-0.058833408697112226,0.0023723683950040188,34437,1835
Unresolved,backshore_max,-0.021663986810003043,-0.053441092562370694,0.007939893371570255,34437,1835
Unresolved,hinterland_slope,0.011537040226328782,-0.01757804380920737,0.04264914864909038,34437,1835
Unresolved,spring_range_m,-0.0050670093287259665,-0.03797227691099678,0.02717742600920394,34837,1869
Unresolved,form_factor,0.02961697965476275,-0.001705360919987905,0.05947050970296879,34837,1869
Unresolved,dist_mouth_km,-0.022284830958519696,-0.05292414614290916,0.009693666511273992,34837,1869
Unresolved,river_supply_idx,0.00171131760990303,-0.022130468819628813,0.030012755249827463,34837,1869
Unresolved,rain_mm_yr,0.05387203545670919,0.02175856212343761,0.08410026118324515,34837,1869
Unresolved,rainstorm_days,0.03382357387538212,0.0029995799557688513,0.06652836469801808,34837,1869
Unresolved,geol_age_ma,-0.026507277089301298,-0.0583990937727236,0.0023387309277229365,34837,1869
Unresolved,erodibility_ord,0.01961087031677617,-0.008664935003570995,0.04820218855841045,34837,1869
Unresolved,shaking_idx,-0.012139247668268616,-0.04173375415495245,0.017825217258671554,34837,1869
Unresolved,n_M5_50km,-0.007260911582488206,-0.03771944957446041,0.024828508501977594,34837,1869
Unresolved,dist_M65_km,0.023783552142590706,-0.0028365934683722473,0.051311534945053076,34837,1869
