region,balanced_acc
Northland,0.4869358413234707
Canterbury,0.7059750483948017
West Coast,0.6226355451677418
Taranaki,0.548551576366601
Waikato,0.4983390179401972
Otago,0.5976572199683565
Bay of Plenty,0.4507269229987981
Hawkes Bay,0.6096252851214188
Southland,0.63788600280529
Auckland,0.46734337753365895
Wellington,0.4986103323885012
Manawatu,0.6058208801024072
Tasman,0.5210335148539894
Gisborne,0.6385034601661264
Marlborough,0.5675026537611175
Nelson,0.4487894741736382
