stratum,driver,rho,lo,hi,n,n_blocks
Bay of Plenty,dist_mouth_km,0.08798947990862313,-0.03973149992594968,0.19816744133881362,13902,157
Bay of Plenty,river_supply_idx,0.32694942875148436,0.19326011978717555,0.45349649557614613,13902,157
Bay of Plenty,rain_mm_yr,-0.32441244349685117,-0.45758742466015206,-0.1863899086673586,13902,157
Bay of Plenty,rainstorm_days,-0.01992955873093953,-0.15815795972878624,0.11264436424177286,13902,157
Bay of Plenty,geol_age_ma,0.0701736718910561,-0.07067584626257989,0.20350179899625373,13902,157
Bay of Plenty,erodibility_ord,-0.26555863639035404,-0.38634265184621647,-0.12883346907479418,13902,157
Bay of Plenty,shaking_idx,0.34002645645983837,0.20232992524221433,0.47028603543549036,13902,157
Bay of Plenty,n_M5_50km,0.012808152845730815,-0.12415912814410672,0.14674746650971773,13902,157
Bay of Plenty,dist_M65_km,-0.34921486655955275,-0.4631296118628634,-0.21469827633001135,13902,157
Canterbury,hs_mean,0.2611994512434362,0.13706204323283216,0.38539857261464383,21875,242
Canterbury,hs_p99,0.32570931679130893,0.21631038708899505,0.4344868571499595,21875,242
Canterbury,storm_hrs_gt4m_yr,0.38703486788056635,0.2954370325618287,0.4919492355994456,21875,242
Canterbury,cge_mean,0.30124144888601617,0.1859376525209825,0.4199147234379818,21875,242
Canterbury,t01_mean,0.19585203175250593,0.06469627359220813,0.32239313206203346,21875,242
Canterbury,wave_incidence_deg,0.026018514052724217,-0.07174862596862149,0.14100224147452467,21875,242
Canterbury,beach_slope_face,-0.47246389554006335,-0.5513641764802065,-0.37859254996172864,20706,228
Canterbury,tanbeta_nearshore,0.3251947753844667,0.19800345703850583,0.44633053268944245,15608,191
Canterbury,closure_depth_m,0.10553943029774472,-0.03887510038688996,0.23638953635071044,21809,242
Canterbury,vlm_mm_yr,-0.29174209316250616,-0.41542317357284236,-0.1763125307588176,21875,242
Canterbury,backshore_mean,0.011888737825027943,-0.09158450778375479,0.11588237182998674,21875,242
Canterbury,backshore_max,0.022707620438299728,-0.09510291396102956,0.14206558456635462,21875,242
Canterbury,hinterland_slope,-0.00764492786796019,-0.0915788133946883,0.08278972866228487,21874,242
Canterbury,spring_range_m,-0.03332745356758504,-0.1660651567199843,0.0924524424049078,21875,242
Canterbury,form_factor,0.4465000570573903,0.34223761217639403,0.5405581997999916,21875,242
Canterbury,dist_mouth_km,0.11080075016979352,-0.017849742241040942,0.2224448947619087,21875,242
Canterbury,river_supply_idx,-0.394157924335909,-0.4939730435013266,-0.28647780901567105,21875,242
Canterbury,rain_mm_yr,0.05582121520581469,-0.04858219070080131,0.17934950763038485,21875,242
Canterbury,rainstorm_days,0.46073733811837664,0.3453587520977041,0.5730962888860275,21875,242
Canterbury,geol_age_ma,-0.24117736436065942,-0.347911852746795,-0.13687756690045436,21875,242
Canterbury,erodibility_ord,0.19621244823144826,0.08090002009277365,0.28355588392085623,21875,242
Canterbury,shaking_idx,0.39529822371716505,0.2893638999593205,0.5115767420072499,21875,242
Canterbury,n_M5_50km,0.5870690185235088,0.49125105745349096,0.6721006487459597,21875,242
Canterbury,dist_M65_km,-0.27209085441180136,-0.3872897416727392,-0.1553051166751673,21875,242
Gisborne,hs_mean,-0.21007099351967917,-0.37149783791472857,-0.04195907181510947,8313,108
Gisborne,hs_p99,-0.16799532172487067,-0.33714159304633323,0.0016854184316709747,8313,108
Gisborne,storm_hrs_gt4m_yr,-0.11968829689391924,-0.30258130094776614,0.061147462443205014,8313,108
Gisborne,cge_mean,-0.24223838725230312,-0.4008237055201946,-0.07604637157184968,8313,108
Gisborne,t01_mean,-0.2007638706935403,-0.3899606432444087,0.009416050042526106,8313,108
Gisborne,wave_incidence_deg,-0.34405922099722636,-0.4794172012320907,-0.20466190606877407,8313,108
Gisborne,beach_slope_face,-0.12224243400312548,-0.27472147586803,0.05132271576518953,7059,94
Gisborne,tanbeta_nearshore,-0.15080378281206813,-0.3067597347668217,0.02687369204526709,8117,108
Gisborne,closure_depth_m,0.04903479631933173,-0.15390435842962238,0.25604616886705694,8133,108
Gisborne,vlm_mm_yr,0.09763244696053988,-0.07388160108220104,0.25865323147988717,8313,108
Gisborne,backshore_mean,-0.34128397681095624,-0.4997455825836997,-0.1622611826705966,8264,108
Gisborne,backshore_max,-0.26088894983075844,-0.42797443143319086,-0.0855781997322485,8264,108
Gisborne,hinterland_slope,-0.3832513942085036,-0.5263604081320618,-0.2064555479663878,8264,108
Gisborne,spring_range_m,0.19327851930883097,-0.004065465353744542,0.38374383578552246,8313,108
Gisborne,form_factor,-0.029608840068673186,-0.19376572477276202,0.14291180832895262,8313,108
Gisborne,dist_mouth_km,0.1462355217715857,-0.020863840058177895,0.30944454552411393,8313,108
Gisborne,river_supply_idx,0.4279829887822916,0.26870075717960656,0.5608670354352358,8313,108
Gisborne,rain_mm_yr,0.11560250338486243,-0.08606371397204836,0.32342589653045056,8313,108
Gisborne,rainstorm_days,0.3359644155974551,0.1715615626700529,0.48439510416641607,8313,108
Gisborne,geol_age_ma,-0.26947132272715296,-0.4296018478701531,-0.10265976719495136,8313,108
Gisborne,erodibility_ord,0.3302250651548308,0.1770628281869794,0.4615210101424961,8313,108
Gisborne,shaking_idx,-0.10707365879298399,-0.2784088745465345,0.05384347832836023,8313,108
Gisborne,n_M5_50km,-0.17701413208189745,-0.32257100035388914,-0.0006319836706531216,8313,108
Gisborne,dist_M65_km,-0.20875495577857017,-0.3719461271913333,-0.03226756179445781,8313,108
Hawkes Bay,hs_mean,0.2367218747657085,0.09312386720423547,0.38792073514910663,13494,153
Hawkes Bay,hs_p99,0.23263375572285847,0.06391940915702163,0.3788258090268786,13494,153
Hawkes Bay,storm_hrs_gt4m_yr,0.1692545335952202,0.0032051401310799667,0.3204875497985621,13494,153
Hawkes Bay,cge_mean,0.24018080785631374,0.08500150444202782,0.3909717468086765,13494,153
Hawkes Bay,t01_mean,0.0049196524313243695,-0.158582648078739,0.17755070879186793,13494,153
Hawkes Bay,wave_incidence_deg,0.03320199175931332,-0.12539631024387898,0.17216384645489424,13494,153
Hawkes Bay,beach_slope_face,-0.3159932377733083,-0.4391146273814485,-0.17855099994256463,11871,132
Hawkes Bay,tanbeta_nearshore,0.1268458652433516,-0.023876653846275776,0.27093425998155807,11158,135
Hawkes Bay,closure_depth_m,-0.20781423370868948,-0.36239830289726865,-0.06281037325228311,12672,145
Hawkes Bay,vlm_mm_yr,-0.1561499395601527,-0.28460879890847673,-0.03859752220565737,13494,153
Hawkes Bay,backshore_mean,0.030378207835993626,-0.12686472594486461,0.19719073615031543,12870,147
Hawkes Bay,backshore_max,0.04159080313195891,-0.12891415132804498,0.22180551052417877,12870,147
Hawkes Bay,hinterland_slope,-0.01613826460985504,-0.14592401915589023,0.11930410708431521,12870,147
Hawkes Bay,spring_range_m,-0.08233162108890422,-0.2250263695160949,0.07122694157861377,13494,153
Hawkes Bay,form_factor,0.1735432613488184,0.033000050852322806,0.30657916130274604,13494,153
Hawkes Bay,dist_mouth_km,0.017341653195238983,-0.11236392062660723,0.15007657752029835,13494,153
Hawkes Bay,river_supply_idx,-0.21501855274066806,-0.3468856363781092,-0.06343509724277442,13494,153
Hawkes Bay,rain_mm_yr,0.010135517379487528,-0.15935217235636376,0.15493668792075868,13494,153
Hawkes Bay,rainstorm_days,-0.06554558569591322,-0.22940984868964218,0.08791958444480835,13494,153
Hawkes Bay,geol_age_ma,0.03734554038845913,-0.09857513055072288,0.15792188440830282,13494,153
Hawkes Bay,erodibility_ord,-0.010717983609553228,-0.13562694873198233,0.13847363893886236,13494,153
Hawkes Bay,shaking_idx,-0.11156509086755927,-0.23893370852809093,0.04780057069185428,13494,153
Hawkes Bay,n_M5_50km,0.08576313851135413,-0.05767191721661481,0.24165653341788776,13494,153
Hawkes Bay,dist_M65_km,0.054880154644255885,-0.09792017364953041,0.18859528204564036,13494,153
Manawatu,hs_mean,-0.20448481491316994,-0.3402949054548013,-0.0668702323913491,10441,121
Manawatu,hs_p99,0.046955110983819215,-0.08309305318657759,0.1768517988887016,10441,121
Manawatu,storm_hrs_gt4m_yr,-0.13743371779545352,-0.28673740702235323,0.00747102952849421,10441,121
Manawatu,cge_mean,-0.17145050157159458,-0.3162462874103815,-0.03732580453000089,10441,121
Manawatu,t01_mean,-0.27154576046712026,-0.4323175207754209,-0.10069245228015584,10441,121
Manawatu,wave_incidence_deg,0.10306394858954138,-0.06740322548920363,0.2675092310360626,10441,121
Manawatu,beach_slope_face,-0.34115562624980267,-0.47369982198090266,-0.188244538345604,9712,110
Manawatu,tanbeta_nearshore,-0.2555755184003834,-0.3893410858430286,-0.09629165192907141,10177,121
Manawatu,closure_depth_m,-0.013945208326860307,-0.16115032559633435,0.14378869796197688,10323,121
Manawatu,vlm_mm_yr,0.13778019017099846,-0.019638478975721383,0.29368926202515133,10441,121
Manawatu,backshore_mean,-0.2681241296077102,-0.40624947154542745,-0.12140389310415307,7835,97
Manawatu,backshore_max,-0.25194340253240766,-0.39884249942756217,-0.09797075822380351,7835,97
Manawatu,hinterland_slope,-0.08757911961572154,-0.238942925961656,0.07766511212473086,7834,97
Manawatu,spring_range_m,-0.16231521511209843,-0.3363203541926204,-0.008096915513458093,10441,121
Manawatu,form_factor,0.16212726246753106,0.007886839860398745,0.33621946715602485,10441,121
Manawatu,dist_mouth_km,0.025535929098531016,-0.12066504750378033,0.16581854459458065,10441,121
Manawatu,river_supply_idx,-0.10026617286077782,-0.25556415959405526,0.08017724190709115,10441,121
Manawatu,rain_mm_yr,0.03594256958067702,-0.1374748990172578,0.1944835520750502,10441,121
Manawatu,rainstorm_days,-0.08647870545363938,-0.2251745936140769,0.05392102928905503,10441,121
Manawatu,geol_age_ma,-0.2340703788921941,-0.33286349689578265,-0.13958568057145188,10441,121
Manawatu,erodibility_ord,0.27112902029146585,0.14783158941877783,0.39407393697398413,10441,121
Manawatu,shaking_idx,0.16249586875653257,0.01129948191141546,0.3387770196838767,10441,121
Manawatu,n_M5_50km,0.07812703067346204,-0.07705885537459671,0.25579547846464645,10441,121
Manawatu,dist_M65_km,-0.17238041615964766,-0.3416927585119543,-0.024523502452748952,10441,121
Marlborough,hs_mean,-0.05258950834729764,-0.20793652683152242,0.12328600902490015,5083,60
Marlborough,hs_p99,0.02674940967031457,-0.13333963291596,0.20425748789644627,5083,60
Marlborough,storm_hrs_gt4m_yr,-0.18591225181336404,-0.35917832235785496,0.007998882874011425,5083,60
Marlborough,cge_mean,-0.05258950834729764,-0.20793652683152242,0.12328600902490015,5083,60
Marlborough,t01_mean,0.08843760961544547,-0.08743976048309039,0.2634675874887074,5083,60
Marlborough,wave_incidence_deg,-0.2240588515315044,-0.40508688732492737,-0.054639607210100666,5083,60
Marlborough,beach_slope_face,-0.41618574169564954,-0.570128515358289,-0.22616349221080312,5051,60
Marlborough,tanbeta_nearshore,-0.1406621083983277,-0.351339364262077,0.0689777043345501,4026,54
Marlborough,closure_depth_m,0.17369228856689356,-0.0211329639756287,0.37469519057829737,4752,58
Marlborough,vlm_mm_yr,0.3653615967493962,0.17020165494823664,0.5286834561094405,5083,60
Marlborough,backshore_mean,0.14286759654470868,-0.030437520687179573,0.30149800924087694,5083,60
Marlborough,backshore_max,0.010112320931817242,-0.19301379981542147,0.21112003769956283,5083,60
Marlborough,hinterland_slope,0.13177178980937146,-0.03202069695045968,0.2858589975788887,5083,60
Marlborough,spring_range_m,-0.26346743316080395,-0.4597848900683595,-0.046697603349228615,5083,60
Marlborough,form_factor,0.17801605129139897,-0.04132220203008689,0.40747059572021005,5083,60
Marlborough,dist_mouth_km,0.0970573151161814,-0.14371215362511583,0.3085515344888589,5083,60
Marlborough,river_supply_idx,0.2475664178855498,0.011745095176053974,0.4563174236478617,5083,60
Marlborough,rain_mm_yr,0.07112235130725976,-0.17502584557081657,0.28230103020140024,5083,60
Marlborough,rainstorm_days,0.5072808045931472,0.34072908775126887,0.6273630154894706,5083,60
Marlborough,geol_age_ma,-0.1386035929098119,-0.3288610647193176,0.05854613481202919,5083,60
Marlborough,erodibility_ord,-0.0998266728275881,-0.2838913803473874,0.09095886644396318,5083,60
Marlborough,shaking_idx,-0.2878164907458444,-0.4934721417570324,-0.04813606689705945,5083,60
Marlborough,n_M5_50km,0.3973108636586389,0.2172444560394707,0.5773260441203624,5083,60
Marlborough,dist_M65_km,0.22032374779753766,-0.013069178216165125,0.43135716904376975,5083,60
Nelson,hs_mean,0.26579620824552697,0.06506183206278371,0.46216176781957874,3036,35
Nelson,hs_p99,0.26579620824552697,0.06506183206278371,0.46216176781957874,3036,35
Nelson,storm_hrs_gt4m_yr,0.23518338671196853,0.05925873854877504,0.3834082384281208,3036,35
Nelson,cge_mean,0.26579620824552697,0.06506183206278371,0.46216176781957874,3036,35
Nelson,t01_mean,-0.07693431479268628,-0.27332470872977016,0.14157234112751976,3036,35
Nelson,wave_incidence_deg,-0.11527716660468376,-0.30304553404010853,0.06711307975973198,3036,35
Nelson,beach_slope_face,,,,0,0
Nelson,tanbeta_nearshore,0.2649764496129213,-0.14360910526933413,0.6267568054450569,1206,18
Nelson,closure_depth_m,0.26199565343442577,-0.16346502640414098,0.6333793152592901,1243,18
Nelson,vlm_mm_yr,0.043196050959703636,-0.15778621753973823,0.23962741948888186,3036,35
Nelson,backshore_mean,-0.09222799127098608,-0.26591291515322124,0.112187370662648,3022,35
Nelson,backshore_max,0.13833705523685594,-0.00372339129342061,0.28334307371714074,3022,35
Nelson,hinterland_slope,-0.16234970485503694,-0.35303905616358167,0.04674940584853138,3022,35
Nelson,spring_range_m,-0.28426422128395795,-0.4911795927235621,-0.0200613238937654,3036,35
Nelson,form_factor,0.22913321937963255,-0.01609159420091495,0.4405841875774601,3036,35
Nelson,dist_mouth_km,-0.19734717213152736,-0.35449509580263316,-0.01622629736434158,3036,35
Nelson,river_supply_idx,-0.3802656892580888,-0.5596584481607636,-0.1321135032737788,3036,35
Nelson,rain_mm_yr,0.32263865235752603,0.06214284663507115,0.5280227283603495,3036,35
Nelson,rainstorm_days,-0.10481718955474269,,,3036,35
Nelson,geol_age_ma,0.20046766341837874,,,3036,35
Nelson,erodibility_ord,-0.1480281450403081,-0.3210557294719468,0.0513245428458921,3036,35
Nelson,shaking_idx,-0.27688485233241616,-0.47360567963385475,-0.07544522345865728,3036,35
Nelson,n_M5_50km,-0.1670309613537497,-0.34562902512266214,0.008912267643721118,3036,35
Nelson,dist_M65_km,0.27333236866034855,0.06428255224044424,0.47890351337452175,3036,35
Northland,hs_mean,0.24471143944698698,0.16905768164104734,0.32020526040168645,37267,565
Northland,hs_p99,0.2694727623440147,0.19462063934750023,0.3457334316352538,37267,565
Northland,storm_hrs_gt4m_yr,0.29194099822980313,0.21676555859060587,0.365686571630094,37267,565
Northland,cge_mean,0.22922158890173006,0.1545084666363269,0.305815490317259,37267,565
Northland,t01_mean,0.14546878138641978,0.07082206578066337,0.23897831711971051,37267,565
Northland,wave_incidence_deg,-0.319120365110458,-0.3856321693466408,-0.24128785906133807,37267,565
Northland,beach_slope_face,-0.1293361852620419,-0.20721446653786263,-0.04800599619654733,29305,404
Northland,tanbeta_nearshore,-0.018322188064304513,-0.10420551747251938,0.07269539058212257,32924,514
Northland,closure_depth_m,-0.035140474270138826,-0.12782990745654577,0.06419594318996645,33724,517
Northland,vlm_mm_yr,-0.03469511603499652,-0.12495157059751108,0.04876704126076205,37267,565
Northland,backshore_mean,-0.013678231325332614,-0.08432881876483682,0.06072947241432616,36838,564
Northland,backshore_max,-0.020917056401359962,-0.09152831798126222,0.05003787676628108,36838,564
Northland,hinterland_slope,-0.14822399019430568,-0.20864339762849865,-0.0790438460848562,36760,563
Northland,spring_range_m,0.22745558228875734,0.14582817111599436,0.31795820621894805,37267,565
Northland,form_factor,-0.18241493836410227,-0.2793124959944847,-0.09515858078519213,37267,565
Northland,dist_mouth_km,-0.1000440974199654,-0.17236867887255547,-0.03072223270519232,37267,565
Northland,river_supply_idx,-0.00854550771592707,-0.10097701351636953,0.11094362138220933,37267,565
Northland,rain_mm_yr,-0.1592816586976826,-0.2447450039612592,-0.07856118297569081,37267,565
Northland,rainstorm_days,-0.36364667158058567,-0.44691540026972115,-0.2791607962147703,37267,565
Northland,geol_age_ma,-0.17654739005747305,-0.23628393619958124,-0.11943841759559143,37267,565
Northland,erodibility_ord,0.19089583012702088,0.147696157323629,0.23466811477993016,37267,565
Northland,shaking_idx,-0.15873743060881818,-0.24791759837463237,-0.045496150965544636,37267,565
Northland,n_M5_50km,,,,37267,565
Northland,dist_M65_km,0.2102650633579502,0.10759554570578182,0.2875435947655602,37267,565
Otago,hs_mean,0.3364366629476291,0.2183653399714626,0.45004530888165767,15424,206
Otago,hs_p99,0.2863726310196125,0.1706204646122139,0.3966961447371343,15424,206
Otago,storm_hrs_gt4m_yr,0.360354771091533,0.2536077900253509,0.46421258795404235,15424,206
Otago,cge_mean,0.34450575633399194,0.229210998346052,0.4531202084616029,15424,206
Otago,t01_mean,0.28135831868601546,0.14404208068610186,0.40205136065635017,15424,206
Otago,wave_incidence_deg,0.1032703181533254,-0.036581001015278544,0.2380967534145956,15424,206
Otago,beach_slope_face,-0.22691477743461075,-0.3519603785237446,-0.09052638879547052,12542,170
Otago,tanbeta_nearshore,0.13268478298514816,-0.014013246554867367,0.26166755395240665,12669,180
Otago,closure_depth_m,0.21658024138605922,0.0640121655190057,0.3577526361786968,14392,198
Otago,vlm_mm_yr,0.15661105689652913,0.03710245254154344,0.2643868107537885,15424,206
Otago,backshore_mean,-0.156765477519082,-0.2992939915264435,0.0062230260074573225,15260,205
Otago,backshore_max,-0.05914380471454445,-0.19307283180444457,0.07577864978683457,15260,205
Otago,hinterland_slope,0.10706102483464441,-0.006321458065751449,0.22434996025600903,15260,205
Otago,spring_range_m,0.18841145560838693,0.06465069510256485,0.3061160353758227,15424,206
Otago,form_factor,-0.2799444806689967,-0.3999699391850866,-0.15237661927718985,15424,206
Otago,dist_mouth_km,-0.1574977692393373,-0.27143270301578276,-0.04902414529013051,15424,206
Otago,river_supply_idx,-0.196831861326892,-0.3187623597549743,-0.08235102914802002,15424,206
Otago,rain_mm_yr,0.34356760534530395,0.20946558612759125,0.4585265040637358,15424,206
Otago,rainstorm_days,0.16238917176847356,0.06927254296431094,0.25402315085761773,15424,206
Otago,geol_age_ma,-0.1451831554155267,-0.25868584018154367,-0.020943629984268852,15424,206
Otago,erodibility_ord,0.2659438723127466,0.14850598198456164,0.3755132305986894,15424,206
Otago,shaking_idx,-0.32743344769838323,-0.43373969534299356,-0.2219495396177195,15424,206
Otago,n_M5_50km,-0.132820835719387,-0.24500688348410804,-0.013079617468390845,15424,206
Otago,dist_M65_km,0.4206880815685867,0.31786337054264213,0.5206150341247102,15424,206
Southland,hs_mean,-0.19511144032898958,-0.33543942885106887,-0.04930891515008427,12380,142
Southland,hs_p99,-0.16244515824064373,-0.3039078825682536,-0.016014308436152553,12380,142
Southland,storm_hrs_gt4m_yr,-0.10974505675864273,-0.2509002861987619,0.036678300421305245,12380,142
Southland,cge_mean,-0.19892241091811905,-0.3423258647087273,-0.052407977349920525,12380,142
Southland,t01_mean,0.11543609766193798,-0.015643591881039063,0.26225291714964793,12380,142
Southland,wave_incidence_deg,-0.10512510139218706,-0.252497926997139,0.04317894199840452,12380,142
Southland,beach_slope_face,-0.27354202962177404,-0.4138614553453844,-0.1302817650383365,9236,107
Southland,tanbeta_nearshore,-0.09424263942884344,-0.247982576490489,0.08868073686285152,7765,103
Southland,closure_depth_m,0.12117750389741255,-0.030817277394574613,0.2849992194036955,11197,134
Southland,vlm_mm_yr,0.12891569234466088,-0.017736357284802936,0.2933082750363337,12380,142
Southland,backshore_mean,-0.09564886151269085,-0.23689462216187065,0.05357721014604151,10218,115
Southland,backshore_max,-0.1100363218991717,-0.24039142726800855,0.03980992286283761,10218,115
Southland,hinterland_slope,-0.09499434867817323,-0.22361349279923878,0.033928332470215664,10218,115
Southland,spring_range_m,0.16862653672187067,0.012684252130070732,0.3351448747939801,12380,142
Southland,form_factor,-0.01880202502098902,-0.1602173321979084,0.138563894992781,12380,142
Southland,dist_mouth_km,0.1931508269380152,0.06524997702742094,0.32828009671145486,12380,142
Southland,river_supply_idx,0.14554362401707008,-0.024456354863849696,0.3021928498902478,12380,142
Southland,rain_mm_yr,-0.14609886251489868,-0.3029441807460394,0.0013367844799517235,12380,142
Southland,rainstorm_days,-0.21974732117497445,-0.36208164926245034,-0.07157274969453306,12380,142
Southland,geol_age_ma,-0.2071894341846375,-0.29655776730377953,-0.10469933805353725,12380,142
Southland,erodibility_ord,0.18090790796628003,0.07341968791793942,0.27450505781855683,12380,142
Southland,shaking_idx,0.09488453158733855,-0.03617091905400812,0.23506155127430475,12380,142
Southland,n_M5_50km,0.11824037990459439,-0.02033194286187159,0.25823733685050093,12380,142
Southland,dist_M65_km,-0.04831693267132666,-0.17902360987925836,0.0878461719618126,12380,142
Taranaki,hs_mean,0.15860823711213162,0.06142176602591957,0.2528564045975099,17047,237
Taranaki,hs_p99,0.22799552853495506,0.12669768018728989,0.3320181620571931,17047,237
Taranaki,storm_hrs_gt4m_yr,0.22987055739170492,0.12689900088968037,0.3278178044865487,17047,237
Taranaki,cge_mean,0.18205169341260935,0.07702374071960749,0.2815038645288394,17047,237
Taranaki,t01_mean,0.2039585416096897,0.09891737551043867,0.31173918351604496,17047,237
Taranaki,wave_incidence_deg,0.13800807814490912,0.04461452503238057,0.22731584734342541,17047,237
Taranaki,beach_slope_face,-0.06916087741625511,-0.25924131392428773,0.16983899382315623,1709,28
Taranaki,tanbeta_nearshore,0.055125838090349426,-0.04629603896738765,0.15786118996996193,16098,233
Taranaki,closure_depth_m,0.06853152707677038,-0.04139065132293328,0.17954026812961948,17003,237
Taranaki,vlm_mm_yr,0.13398395462314763,0.03142362457046225,0.2382103276495794,17047,237
Taranaki,backshore_mean,-0.28068277012545395,-0.3759348977537194,-0.18881663447674932,17022,237
Taranaki,backshore_max,-0.25869540139510666,-0.3524114351479133,-0.1595341037039094,17022,237
Taranaki,hinterland_slope,0.16891917751898422,0.07649730933661403,0.258108461154957,17022,237
Taranaki,spring_range_m,-0.013922121591613169,-0.12333943482322975,0.08668215517855445,17047,237
Taranaki,form_factor,0.09498862516757,-0.004710255515638187,0.1853985903304851,17047,237
Taranaki,dist_mouth_km,-0.03305391781537086,-0.11003591431002965,0.06349548051884889,17047,237
Taranaki,river_supply_idx,0.0037509443626387294,-0.10938343360788386,0.10826588310818656,17047,237
Taranaki,rain_mm_yr,0.12280365102551344,0.013545340589609734,0.2254499429041998,17047,237
Taranaki,rainstorm_days,0.23755171648986434,0.12219698730414792,0.3502387659907721,17047,237
Taranaki,geol_age_ma,0.03267058182364455,-0.06714178497966698,0.14084933118502246,17047,237
Taranaki,erodibility_ord,-0.2717244243816342,-0.3668570579539389,-0.16418282114275168,17047,237
Taranaki,shaking_idx,-0.24559205695372754,-0.3580814400340019,-0.12394015680834389,17047,237
Taranaki,n_M5_50km,-0.31069607369912317,-0.4029065099534726,-0.21090755397152972,17047,237
Taranaki,dist_M65_km,0.16652242960749128,0.08057292995149472,0.25233524272046565,17047,237
Tasman,hs_mean,0.022979871388729613,-0.0895447737677877,0.13254978582294444,10101,156
Tasman,hs_p99,-0.023848083755657966,-0.1350640111894365,0.08766194996141922,10101,156
Tasman,storm_hrs_gt4m_yr,0.017968063780122546,-0.07796423120559678,0.09893606994089504,10101,156
Tasman,cge_mean,0.02025473116846914,-0.08885371034730401,0.12808643977538742,10101,156
Tasman,t01_mean,-0.001338053088333192,-0.13851296593408813,0.1344867123343893,10101,156
Tasman,wave_incidence_deg,0.05472933908830265,-0.060643374360584854,0.19361953107099442,10101,156
Tasman,beach_slope_face,,,,0,0
Tasman,tanbeta_nearshore,0.07579611282920024,-0.054712301857089043,0.18828957015201117,5600,117
Tasman,closure_depth_m,-0.027554251382490746,-0.15386894537313317,0.10915387104438853,8233,142
Tasman,vlm_mm_yr,0.09382708226352744,-0.028881270504257917,0.22300291656618276,10101,156
